"Date (UTC)","Timestamp (UTC)","$POPCAT","$Mog","$GOAT","$Pnut","$MOODENG","$NEIRO","$FWOG","$BITCOIN","None of above in 2024"
"12-02-2024 14:00","1733148002","0.06","0.1365","0.052","0.171","0.0255","0.0095","0.0065","0.0055","0.56"
"12-02-2024 15:00","1733151603","0.06","0.1355","0.052","0.171","0.0255","0.0095","0.0065","0.0055","0.56"
"12-02-2024 16:00","1733155203","0.0005","0.0005","0.0035","0.005","0.9925","0.0005","0.002","0.0005","0.006"
"12-02-2024 17:00","1733158803","0.0025","0.0005","0.0005","0.0005","0.995","0.0005","0.002","0.0005","0.003"
"12-02-2024 18:00","1733162402","0.0005","0.0005","0.0005","0.0005","0.996","0.0005","0.0015","0.0005","0.004"
"12-02-2024 19:00","1733166003","0.0005","0.0005","0.0005","0.0005","0.9945","0.0005","0.002","0.0005","0.0035"
"12-02-2024 20:00","1733169603","0.0005","0.0005","0.0005","0.0005","0.9925","0.0005","0.002","0.0005","0.004"
"12-02-2024 21:00","1733173203","0.001","0.0005","0.0005","0.0005","0.989","0.0005","0.0015","0.0005","0.0045"
"12-02-2024 22:00","1733176803","0.0005","0.0005","0.006","0.0005","0.989","0.0055","0.0015","0.0005","0.0085"
"12-02-2024 23:00","1733180404","0.0075","0.0005","0.005","0.0105","0.989","0.004","0.0005","0.0005","0.01"
"12-03-2024 00:00","1733184003","0.0045","0.0005","0.0015","0.0055","0.988","0.004","0.001","0.0005","0.0085"
"12-03-2024 01:00","1733187603","0.0055","0.0035","0.004","0.0075","0.988","0.0045","0.0005","0.0005","0.0095"
"12-03-2024 02:00","1733191203","0.0055","0.0015","0.002","0.004","0.988","0.003","0.0015","0.0005","0.008"
"12-03-2024 03:00","1733194803","0.005","0.0045","0.003","0.0015","0.9885","0.003","0.0015","0.002","0.003"
"12-03-2024 04:00","1733198403","0.002","0.0025","0.0025","0.0025","0.9885","0.003","0.002","0.002","0.003"
"12-03-2024 05:00","1733202003","0.002","0.0025","0.0025","0.0025","0.988","0.003","0.002","0.0015","0.003"
"12-03-2024 06:00","1733205603","0.002","0.003","0.0025","0.003","0.9735","0.0035","0.002","0.002","0.003"
"12-03-2024 07:00","1733209203","0.002","0.003","0.0025","0.0035","0.9775","0.0035","0.002","0.002","0.0055"
"12-03-2024 08:00","1733212803","0.0025","0.003","0.002","0.0025","0.9785","0.003","0.002","0.002","0.005"
"12-03-2024 09:00","1733216403","0.002","0.0025","0.0025","0.0025","0.982","0.0005","0.002","0.002","0.0135"
"12-03-2024 10:00","1733220003","0.002","0.0025","0.0025","0.0025","0.981","0.0005","0.002","0.002","0.01"
"12-03-2024 11:00","1733223603","0.002","0.0025","0.0025","0.0025","0.9835","0.0005","0.002","0.002","0.009"
"12-03-2024 12:00","1733227203","0.002","0.0025","0.002","0.0025","0.987","0.0005","0.002","0.002","0.006"
"12-03-2024 13:00","1733230803","0.0015","0.0025","0.0015","0.002","0.989","0.0005","0.0015","0.0015","0.0085"
"12-03-2024 14:00","1733234403","0.0025","0.002","0.0015","0.002","0.988","0.0005","0.002","0.002","0.0065"
"12-03-2024 15:00","1733238003","0.0025","0.311","0.001","0.0025","0.682","0.0015","0.0005","0.0005","0.0095"
"12-03-2024 16:00","1733241604","0.01","0.2185","0.002","0.002","0.761","0.001","0.0005","0.0005","0.0095"
"12-03-2024 17:00","1733245203","0.0065","0.0405","0.002","0.0025","0.9595","0.0035","0.002","0.002","0.011"
"12-03-2024 18:00","1733248804","0.0015","0.0045","0.0005","0.0015","0.9925","0.0005","0.0005","0.0005","0.0015"
"12-03-2024 19:00","1733252403","0.0015","0.0025","0.0005","0.0015","0.9965","0.0005","0.0005","0.0005","0.0005"
"12-03-2024 20:00","1733256004","0.0015","0.002","0.0005","0.002","0.995","0.0015","0.0015","0.0005","0.0015"
"12-03-2024 21:00","1733259603","0.0005","0.002","0.0005","0.0005","0.9955","0.0005","0.0005","0.0005","0.0015"
"12-03-2024 22:00","1733263203","0.0005","0.0025","0.0005","0.0005","0.9965","0.0005","0.0005","0.0005","0.0015"
"12-03-2024 23:00","1733266803","","0.002","0.0005","0.0005","0.997","","0.0005","0.0005","0.0015"
"12-04-2024 00:00","1733270403","","0.0015","","","0.997","","","","0.0005"
"12-04-2024 01:00","1733274003","","0.0015","","","0.996","","","","0.0005"
"12-04-2024 02:00","1733277603","","0.0005","","","0.998","","","","0.0005"
"12-04-2024 03:00","1733281203","","0.0005","","","0.9975","","","","0.0005"
"12-04-2024 04:00","1733284803","","","","","0.9985","","","",""
"12-04-2024 05:00","1733288403","","","","","0.998","","","",""
"12-04-2024 06:00","1733292003","","","","","0.998","","","",""
"12-04-2024 07:00","1733295603","","","","","0.998","","","",""
"12-04-2024 08:00","1733299203","","","","","0.9985","","","",""
"12-04-2024 09:00","1733302803","","","","","0.9965","","","",""
"12-04-2024 10:00","1733306403","","","","","0.998","","","",""
"12-04-2024 11:00","1733310003","","","","","0.998","","","",""
"12-04-2024 12:00","1733313603","","","","","0.9985","","","",""
"12-04-2024 13:00","1733317203","","","","","0.9985","","","",""
"12-04-2024 14:00","1733320803","","","","","0.9985","","","",""
"12-04-2024 15:00","1733324403","","","","","0.998","","","",""
"12-04-2024 16:00","1733328003","","","","","0.9985","","","",""
"12-04-2024 17:00","1733331603","","","","","0.9975","","","",""
"12-04-2024 18:00","1733335203","","","","","0.9965","","","",""
"12-04-2024 19:00","1733338803","","","","","0.997","","","",""
"12-04-2024 20:00","1733342403","","","","","0.998","","","",""
"12-04-2024 21:00","1733346003","","","","","0.998","","","",""
"12-04-2024 22:00","1733349603","","","","","0.998","","","",""
"12-04-2024 23:00","1733353203","","","","","0.997","","","",""
"12-05-2024 00:00","1733356803","","","","","0.997","","","",""
"12-05-2024 01:00","1733360403","","","","","0.997","","","",""
"12-05-2024 02:00","1733364003","","","","","0.997","","","",""
"12-05-2024 03:00","1733367603","","","","","0.9955","","","",""
"12-05-2024 04:00","1733371203","","","","","0.9955","","","",""
"12-05-2024 05:00","1733374803","","","","","0.9985","","","",""
"12-05-2024 06:00","1733378403","","","","","0.9985","","","",""
"12-05-2024 07:00","1733382003","","","","","0.9985","","","",""
"12-05-2024 08:00","1733385603","","","","","0.9985","","","",""
"12-05-2024 09:00","1733389203","","","","","0.9985","","","",""
"12-05-2024 10:00","1733392803","","","","","0.9985","","","",""
"12-05-2024 11:00","1733396403","","","","","0.9985","","","",""
"12-05-2024 12:00","1733400003","","","","","0.9985","","","",""
"12-05-2024 13:00","1733403603","","","","","0.999","","","",""
"12-05-2024 14:00","1733407203","","","","","0.9985","","","",""
"12-05-2024 15:00","1733410803","","","","","0.9995","","","",""
"12-05-2024 16:00","1733414403","","","","","0.9975","","","",""
"12-05-2024 17:00","1733418003","","","","","0.996","","","",""
"12-05-2024 18:00","1733421603","","","","","0.996","","","",""
"12-05-2024 19:00","1733425203","","","","","0.9965","","","",""
"12-05-2024 20:00","1733428803","","","","","0.9965","","","",""
"12-05-2024 21:00","1733432403","","","","","0.9965","","","",""
"12-05-2024 22:00","1733436003","","","","","0.9965","","","",""
"12-05-2024 23:00","1733439603","","","","","0.9965","","","",""
"12-06-2024 00:00","1733443203","","","","","0.9985","","","",""
"12-06-2024 01:00","1733446803","","","","","0.9985","","","",""
"12-06-2024 02:00","1733450403","","","","","0.9985","","","",""
"12-06-2024 03:00","1733454003","","","","","0.9985","","","",""
"12-06-2024 04:00","1733457603","","","","","0.9985","","","",""
"12-06-2024 05:00","1733461203","","","","","0.9995","","","",""
"12-06-2024 06:00","1733464803","","","","","0.9995","","","",""
"12-06-2024 07:00","1733468403","","","","","0.9995","","","",""
"12-06-2024 08:00","1733472003","","","","","0.9995","","","",""
"12-06-2024 09:00","1733475603","","","","","0.9995","","","",""
"12-06-2024 10:00","1733479203","","","","","0.9995","","","",""
"12-06-2024 11:00","1733482803","","","","","0.9995","","","",""
"12-06-2024 12:00","1733486403","","","","","0.9995","","","",""
"12-06-2024 13:00","1733490003","","","","","0.9995","","","",""
"12-06-2024 14:00","1733493603","","","","","0.9995","","","",""
"12-06-2024 15:00","1733497203","","","","","0.9995","","","",""
"12-06-2024 16:00","1733500803","","","","","0.9985","","","",""
"12-06-2024 17:00","1733504403","","","","","0.999","","","",""
"12-06-2024 18:00","1733508003","","","","","0.9995","","","",""
"12-06-2024 19:00","1733511603","","","","","0.999","","","",""
"12-06-2024 20:00","1733515203","","","","","0.9985","","","",""
"12-06-2024 21:00","1733518803","","","","","0.9985","","","",""
"12-06-2024 22:00","1733522403","","","","","0.9985","","","",""
"12-06-2024 23:00","1733526003","","","","","0.9985","","","",""
"12-07-2024 00:00","1733529603","","","","","0.9995","","","",""
"12-07-2024 01:00","1733533203","","","","","0.9995","","","",""
