"Date (UTC)","Timestamp (UTC)","Michelle Obama","Ron DeSantis","Kamala Harris","Donald Trump","Joe Biden","Nikki Haley","Vivek Ramaswamy","Gavin Newsom","Robert F. Kennedy Jr.","Chris Christie","Hillary Clinton","Bernie Sanders","AOC","Elizabeth Warren","Kanye West","Other Democrat Politician","Other Republican Politician"
"09-28-2024 13:00","1727528402","0.0025","0.0005","0.743","0.2505","0.0005","0.0005","0.0005","0.0005","0.0015","0.0005","0.0015","0.0005","0.0005","0.0005","0.0005","0.0025","0.0025"
"09-28-2024 14:00","1727532002","0.0025","0.0005","0.744","0.25","0.0005","0.0005","0.0005","0.0005","0.0015","0.0005","0.0015","0.0005","0.0005","0.0005","0.0005","0.0025","0.0025"
"09-28-2024 15:00","1727535602","0.0025","0.0005","0.745","0.246","0.0005","0.0005","0.0005","0.0005","0.0015","0.0005","0.0015","0.0005","0.0005","0.0005","0.0005","0.0025","0.0025"
"09-28-2024 16:00","1727539202","0.0025","0.0005","0.7475","0.2455","0.0005","0.0005","0.0005","0.0005","0.0015","0.0005","0.0015","0.0005","0.0005","0.0005","0.0005","0.0025","0.0025"
"09-28-2024 17:00","1727542802","0.0025","0.0005","0.7465","0.2445","0.0005","0.0005","0.0005","0.0005","0.0015","0.0005","0.0015","0.0005","0.0005","0.0005","0.0005","0.0025","0.0025"
"09-28-2024 18:00","1727546403","0.0025","0.0005","0.7505","0.243","0.0005","0.0005","0.0005","0.0005","0.0015","0.0005","0.0015","0.0005","0.0005","0.0005","0.0005","0.0025","0.0025"
"09-28-2024 19:00","1727550003","0.0025","0.0005","0.7475","0.2435","0.0005","0.0005","0.0005","0.0005","0.0015","0.0005","0.0015","0.0005","0.0005","0.0005","0.0005","0.0025","0.0025"
"09-28-2024 20:00","1727553602","0.0025","0.0005","0.7465","0.2415","0.0005","0.0005","0.0005","0.0005","0.0015","0.0005","0.0015","0.0005","0.0005","0.0005","0.0005","0.0025","0.0025"
"09-28-2024 21:00","1727557203","0.0025","0.0005","0.7465","0.2415","0.0005","0.0005","0.0005","0.0005","0.0015","0.0005","0.0015","0.0005","0.0005","0.0005","0.0005","0.0025","0.0025"
"09-28-2024 22:00","1727560803","0.0025","0.0005","0.7525","0.239","0.0005","0.0005","0.0005","0.0005","0.0015","0.0005","0.0015","0.0005","0.0005","0.0005","0.0005","0.0025","0.0025"
"09-28-2024 23:00","1727564402","0.0025","0.0005","0.752","0.239","0.0005","0.0005","0.0005","0.0005","0.0015","0.0005","0.0015","0.0005","0.0005","0.0005","0.0005","0.0025","0.0025"
"09-29-2024 00:00","1727568003","0.0025","0.0005","0.7545","0.2385","0.0005","0.0005","0.0005","0.0005","0.0015","0.0005","0.0015","0.0005","0.0005","0.0005","0.0005","0.0025","0.0025"
"09-29-2024 01:00","1727571602","0.0025","0.0005","0.754","0.2385","0.0005","0.0005","0.0005","0.0005","0.0015","0.0005","0.0015","0.0005","0.0005","0.0005","0.0005","0.0025","0.0025"
"09-29-2024 02:00","1727575203","0.0025","0.0005","0.7545","0.239","0.0005","0.0005","0.0005","0.0005","0.0015","0.0005","0.0015","0.0005","0.0005","0.0005","0.0005","0.0025","0.0025"
"09-29-2024 03:00","1727578803","0.0025","0.0005","0.7535","0.24","0.0005","0.0005","0.0005","0.0005","0.0015","0.0005","0.0015","0.0005","0.0005","0.0005","0.0005","0.0025","0.0025"
"09-29-2024 04:00","1727582403","0.0025","0.0005","0.7525","0.24","0.0005","0.0005","0.0005","0.0005","0.0015","0.0005","0.0015","0.0005","0.0005","0.0005","0.0005","0.0025","0.0025"
"09-29-2024 05:00","1727586002","0.0025","0.0005","0.753","0.2385","0.0005","0.0005","0.0005","0.0005","0.0015","0.0005","0.0015","0.0005","0.0005","0.0005","0.0005","0.0025","0.0025"
"09-29-2024 06:00","1727589602","0.0025","0.0005","0.7525","0.2385","0.0005","0.0005","0.0005","0.0005","0.0015","0.0005","0.0015","0.0005","0.0005","0.0005","0.0005","0.0025","0.0025"
"09-29-2024 07:00","1727593203","0.0025","0.0005","0.7525","0.2375","0.0005","0.0005","0.0005","0.0005","0.0015","0.0005","0.0015","0.0005","0.0005","0.0005","0.0005","0.0025","0.0025"
"09-29-2024 08:00","1727596802","0.0025","0.0005","0.753","0.24","0.0005","0.0005","0.0005","0.0005","0.0015","0.0005","0.0015","0.0005","0.0005","0.0005","0.0005","0.0025","0.0025"
"09-29-2024 09:00","1727600403","0.0025","0.0005","0.751","0.2385","0.0005","0.0005","0.0005","0.0005","0.0015","0.0005","0.0015","0.0005","0.0005","0.0005","0.0005","0.0025","0.0025"
"09-29-2024 10:00","1727604004","0.0025","0.0005","0.7465","0.2385","0.0005","0.0005","0.0005","0.0005","0.0015","0.0005","0.0015","0.0005","0.0005","0.0005","0.0005","0.0025","0.0025"
"09-29-2024 11:00","1727607603","0.0025","0.0005","0.7465","0.2375","0.0005","0.0005","0.0005","0.0005","0.0015","0.0005","0.0015","0.0005","0.0005","0.0005","0.0005","0.0025","0.0025"
"09-29-2024 12:00","1727611202","0.0025","0.0005","0.7465","0.238","0.0005","0.0005","0.0005","0.0005","0.0015","0.0005","0.0015","0.0005","0.0005","0.0005","0.0005","0.0025","0.0025"
"09-29-2024 13:00","1727614803","0.0025","0.0005","0.7425","0.2395","0.0005","0.0005","0.0005","0.0005","0.0015","0.0005","0.0015","0.0005","0.0005","0.0005","0.0005","0.0025","0.0025"
"09-29-2024 14:00","1727618403","0.0025","0.0005","0.743","0.243","0.0005","0.0005","0.0005","0.0005","0.0015","0.0005","0.0015","0.0005","0.0005","0.0005","0.0005","0.0025","0.0025"
"09-29-2024 15:00","1727622002","0.0025","0.0005","0.7445","0.2425","0.0005","0.0005","0.0005","0.0005","0.0015","0.0005","0.0015","0.0005","0.0005","0.0005","0.0005","0.003","0.0025"
"09-29-2024 16:00","1727625602","0.0025","0.0005","0.744","0.2405","0.0005","0.0005","0.0005","0.0005","0.0015","0.0005","0.0015","0.0005","0.0005","0.0005","0.0005","0.003","0.0025"
"09-29-2024 17:00","1727629203","0.0025","0.0005","0.744","0.243","0.0005","0.0005","0.0005","0.0005","0.0015","0.0005","0.0015","0.0005","0.0005","0.0005","0.0005","0.003","0.0025"
"09-29-2024 18:00","1727632802","0.0025","0.0005","0.743","0.2425","0.0005","0.0005","0.0005","0.0005","0.0015","0.0005","0.0015","0.0005","0.0005","0.0005","0.0005","0.003","0.0025"
"09-29-2024 19:00","1727636402","0.0025","0.0005","0.743","0.242","0.0005","0.0005","0.0005","0.0005","0.0015","0.0005","0.0015","0.0005","0.0005","0.0005","0.0005","0.003","0.0025"
"09-29-2024 20:00","1727640002","0.0025","0.0005","0.7435","0.243","0.0005","0.0005","0.0005","0.0005","0.0015","0.0005","0.0015","0.0005","0.0005","0.0005","0.0005","0.003","0.0025"
"09-29-2024 21:00","1727643602","0.0025","0.0005","0.7435","0.242","0.0005","0.0005","0.0005","0.0005","0.0015","0.0005","0.0015","0.0005","0.0005","0.0005","0.0005","0.003","0.0025"
"09-29-2024 22:00","1727647203","0.0025","0.0005","0.7435","0.242","0.0005","0.0005","0.0005","0.0005","0.0015","0.0005","0.002","0.0005","0.0005","0.0005","0.0005","0.0025","0.0025"
"09-29-2024 23:00","1727650802","0.0025","0.0005","0.745","0.242","0.0005","0.0005","0.0005","0.0005","0.0015","0.0005","0.002","0.0005","0.0005","0.0005","0.0005","0.0025","0.0025"
"09-30-2024 00:00","1727654403","0.0025","0.0005","0.746","0.242","0.0005","0.0005","0.0005","0.0005","0.0015","0.0005","0.002","0.0005","0.0005","0.0005","0.0005","0.0025","0.0025"
"09-30-2024 01:00","1727658003","0.0025","0.0005","0.7455","0.241","0.0005","0.0005","0.0005","0.0005","0.0015","0.0005","0.002","0.0005","0.0005","0.0005","0.0005","0.0025","0.0025"
"09-30-2024 02:00","1727661603","0.0025","0.0005","0.747","0.241","0.0005","0.0005","0.0005","0.0005","0.0015","0.0005","0.002","0.0005","0.0005","0.0005","0.0005","0.0025","0.0025"
"09-30-2024 03:00","1727665202","0.0025","0.0005","0.747","0.241","0.0005","0.0005","0.0005","0.0005","0.0015","0.0005","0.002","0.0005","0.0005","0.0005","0.0005","0.0025","0.0025"
"09-30-2024 04:00","1727668802","0.0025","0.0005","0.755","0.2385","0.0005","0.0005","0.0005","0.0005","0.0015","0.0005","0.002","0.0005","0.0005","0.0005","0.0005","0.0025","0.0025"
"09-30-2024 05:00","1727672402","0.0025","0.0005","0.7555","0.237","0.0005","0.0005","0.0005","0.0005","0.0015","0.0005","0.002","0.0005","0.0005","0.0005","0.0005","0.0025","0.0025"
"09-30-2024 06:00","1727676002","0.0025","0.0005","0.7565","0.2365","0.0005","0.0005","0.0005","0.0005","0.0015","0.0005","0.002","0.0005","0.0005","0.0005","0.0005","0.0025","0.0025"
"09-30-2024 07:00","1727679603","0.0025","0.0005","0.757","0.237","0.0005","0.0005","0.0005","0.0005","0.0015","0.0005","0.002","0.0005","0.0005","0.0005","0.0005","0.0025","0.0025"
"09-30-2024 08:00","1727683202","0.0025","0.0005","0.758","0.2365","0.0005","0.0005","0.0005","0.0005","0.0015","0.0005","0.002","0.0005","0.0005","0.0005","0.0005","0.0025","0.0025"
"09-30-2024 09:00","1727686802","0.0025","0.0005","0.7565","0.2365","0.0005","0.0005","0.0005","0.0005","0.0015","0.0005","0.002","0.0005","0.0005","0.0005","0.0005","0.0025","0.0025"
"09-30-2024 10:00","1727690402","0.0025","0.0005","0.7565","0.237","0.0005","0.0005","0.0005","0.0005","0.0015","0.0005","0.002","0.0005","0.0005","0.0005","0.0005","0.0025","0.0025"
"09-30-2024 11:00","1727694001","0.0035","0.0005","0.7555","0.237","0.0005","0.0005","0.0005","0.0005","0.0015","0.0005","0.002","0.0005","0.0005","0.0005","0.0005","0.0025","0.0025"
"09-30-2024 12:00","1727697602","0.0035","0.0005","0.7555","0.2365","0.0005","0.0005","0.0005","0.0005","0.0015","0.0005","0.002","0.0005","0.0005","0.0005","0.0005","0.0025","0.0025"
"09-30-2024 13:00","1727701202","0.0025","0.0005","0.755","0.2365","0.0005","0.0005","0.0005","0.0005","0.0015","0.0005","0.002","0.0005","0.0005","0.0005","0.0005","0.0025","0.0025"
"09-30-2024 14:00","1727704802","0.0035","0.0005","0.7555","0.2365","0.0005","0.0005","0.0005","0.0005","0.0015","0.0005","0.002","0.0005","0.0005","0.0005","0.0005","0.0025","0.0025"
"09-30-2024 15:00","1727708402","0.0025","0.0005","0.7565","0.2365","0.0005","0.0005","0.0005","0.0005","0.0015","0.0005","0.002","0.0005","0.0005","0.0005","0.0005","0.0025","0.0025"
"09-30-2024 16:00","1727712002","0.003","0.0005","0.7565","0.236","0.0005","0.0005","0.0005","0.0005","0.0015","0.0005","0.0025","0.0005","0.0005","0.0005","0.0005","0.0025","0.0025"
"09-30-2024 17:00","1727715602","0.003","0.0005","0.757","0.236","0.0005","0.0005","0.0005","0.0005","0.0015","0.0005","0.0025","0.0005","0.0005","0.0005","0.0005","0.0025","0.0025"
"09-30-2024 18:00","1727719202","0.003","0.0005","0.753","0.236","0.0005","0.0005","0.0005","0.0005","0.0015","0.0005","0.0025","0.0005","0.0005","0.0005","0.0005","0.0025","0.0025"
"09-30-2024 19:00","1727722802","0.003","0.0005","0.7515","0.2365","0.0005","0.0005","0.0005","0.0005","0.0015","0.0005","0.0025","0.0005","0.0005","0.0005","0.0005","0.0025","0.0025"
"09-30-2024 20:00","1727726402","0.003","0.0005","0.752","0.2365","0.0005","0.0005","0.0005","0.0005","0.0015","0.0005","0.0025","0.0005","0.0005","0.0005","0.0005","0.0025","0.0025"
"09-30-2024 21:00","1727730002","0.003","0.0005","0.7515","0.2365","0.0005","0.0005","0.0005","0.0005","0.0015","0.0005","0.002","0.0005","0.0005","0.0005","0.0005","0.0025","0.0025"
"09-30-2024 22:00","1727733602","0.003","0.0005","0.7525","0.238","0.0005","0.0005","0.0005","0.0005","0.0015","0.0005","0.002","0.0005","0.0005","0.0005","0.0005","0.0025","0.0025"
"09-30-2024 23:00","1727737202","0.003","0.0005","0.753","0.2375","0.0005","0.0005","0.0005","0.0005","0.0015","0.0005","0.0025","0.0005","0.0005","0.0005","0.0005","0.0025","0.0025"
"10-01-2024 00:00","1727740802","0.003","0.0005","0.753","0.237","0.0005","0.0005","0.0005","0.0005","0.0015","0.0005","0.0025","0.0005","0.0005","0.0005","0.0005","0.0025","0.0025"
"10-01-2024 01:00","1727744402","0.003","0.0005","0.7535","0.237","0.0005","0.0005","0.0005","0.0005","0.0015","0.0005","0.0025","0.0005","0.0005","0.0005","0.0005","0.0025","0.0025"
"10-01-2024 02:00","1727748002","0.003","0.0005","0.753","0.237","0.0005","0.0005","0.0005","0.0005","0.0015","0.0005","0.0025","0.0005","0.0005","0.0005","0.0005","0.0025","0.0025"
"10-01-2024 03:00","1727751602","0.003","0.0005","0.753","0.2375","0.0005","0.0005","0.0005","0.0005","0.0015","0.0005","0.0025","0.0005","0.0005","0.0005","0.0005","0.0025","0.0025"
"10-01-2024 04:00","1727755202","0.0035","0.0005","0.753","0.2375","0.0005","0.0005","0.0005","0.0005","0.0015","0.0005","0.0025","0.0005","0.0005","0.0005","0.0005","0.0025","0.0025"
"10-01-2024 05:00","1727758802","0.0035","0.0005","0.753","0.2375","0.0005","0.0005","0.0005","0.0005","0.0015","0.0005","0.0025","0.0005","0.0005","0.0005","0.0005","0.0025","0.0025"
"10-01-2024 06:00","1727762402","0.0025","0.0005","0.754","0.2375","0.0005","0.0005","0.0005","0.0005","0.0015","0.0005","0.0025","0.0005","0.0005","0.0005","0.0005","0.0025","0.0025"
"10-01-2024 07:00","1727766002","0.0025","0.0005","0.754","0.2375","0.0005","0.0005","0.0005","0.0005","0.0015","0.0005","0.0025","0.0005","0.0005","0.0005","0.0005","0.0025","0.0025"
"10-01-2024 08:00","1727769602","0.003","0.0005","0.7535","0.237","0.0005","0.0005","0.0005","0.0005","0.0015","0.0005","0.003","0.0005","0.0005","0.0005","0.0005","0.0025","0.0025"
"10-01-2024 09:00","1727773202","0.003","0.0005","0.7525","0.237","0.0005","0.0005","0.0005","0.0005","0.0015","0.0005","0.003","0.0005","0.0005","0.0005","0.0005","0.0025","0.0025"
"10-01-2024 10:00","1727776802","0.003","0.0005","0.7535","0.237","0.0005","0.0005","0.0005","0.0005","0.0015","0.0005","0.0045","0.0005","0.0005","0.0005","0.0005","0.0025","0.0025"
"10-01-2024 11:00","1727780403","0.003","0.0005","0.753","0.237","0.0005","0.0005","0.0005","0.0005","0.0015","0.0005","0.0045","0.0005","0.0005","0.0005","0.0005","0.0025","0.0025"
"10-01-2024 12:00","1727784002","0.003","0.0005","0.7535","0.237","0.0005","0.0005","0.0005","0.0005","0.0015","0.0005","0.003","0.0005","0.0005","0.0005","0.0005","0.0025","0.0025"
"10-01-2024 13:00","1727787602","0.003","0.0005","0.7535","0.2365","0.0005","0.0005","0.0005","0.0005","0.0015","0.0005","0.0035","0.0005","0.0005","0.0005","0.0005","0.0025","0.0025"
"10-01-2024 14:00","1727791202","0.003","0.0005","0.752","0.2375","0.0005","0.0005","0.0005","0.0005","0.0015","0.0005","0.0045","0.0005","0.0005","0.0005","0.0005","0.0025","0.0025"
"10-01-2024 15:00","1727794802","0.003","0.0005","0.7505","0.237","0.0005","0.0005","0.0005","0.0005","0.0015","0.0005","0.005","0.0005","0.0005","0.0005","0.0005","0.0025","0.0025"
"10-01-2024 16:00","1727798402","0.003","0.0005","0.7525","0.2375","0.0005","0.0005","0.0005","0.0005","0.0015","0.0005","0.0045","0.0005","0.0005","0.0005","0.0005","0.0025","0.0025"
"10-01-2024 17:00","1727802003","0.0025","0.0005","0.7575","0.2345","0.0005","0.0005","0.0005","0.0005","0.0015","0.0005","0.005","0.0005","0.0005","0.0005","0.0005","0.0025","0.0025"
"10-01-2024 18:00","1727805602","0.0025","0.0005","0.7545","0.2335","0.0005","0.0005","0.0005","0.0005","0.0015","0.0005","0.005","0.0005","0.0005","0.0005","0.0005","0.0025","0.0025"
"10-01-2024 19:00","1727809202","0.0025","0.0005","0.7515","0.2365","0.0005","0.0005","0.0005","0.0005","0.0015","0.0005","0.005","0.0005","0.0005","0.0005","0.0005","0.0025","0.0025"
"10-01-2024 20:00","1727812802","0.0025","0.0005","0.75","0.2365","0.0005","0.0005","0.0005","0.0005","0.0015","0.0005","0.005","0.0005","0.0005","0.0005","0.0005","0.0025","0.0025"
"10-01-2024 21:00","1727816402","0.0025","0.0005","0.75","0.2395","0.0005","0.0005","0.0005","0.0005","0.0015","0.0005","0.005","0.0005","0.0005","0.0005","0.0005","0.0025","0.0025"
"10-01-2024 22:00","1727820002","0.0025","0.0005","0.7525","0.2385","0.0005","0.0005","0.0005","0.0005","0.0015","0.0005","0.004","0.0005","0.0005","0.0005","0.0005","0.0025","0.0025"
"10-01-2024 23:00","1727823602","0.0025","0.0005","0.7515","0.238","0.0005","0.0005","0.0005","0.0005","0.0015","0.0005","0.005","0.0005","0.0005","0.0005","0.0005","0.0025","0.0025"
"10-02-2024 00:00","1727827202","0.0025","0.0005","0.754","0.237","0.0005","0.0005","0.0005","0.0005","0.0015","0.0005","0.004","0.0005","0.0005","0.0005","0.0005","0.0025","0.0025"
"10-02-2024 01:00","1727830802","0.0025","0.0005","0.754","0.235","0.0005","0.0005","0.0005","0.0005","0.0015","0.0005","0.0045","0.0005","0.0005","0.0005","0.0005","0.0025","0.0025"
"10-02-2024 02:00","1727834402","0.0025","0.0005","0.7525","0.2385","0.0005","0.0005","0.0005","0.0005","0.0015","0.0005","0.0045","0.0005","0.0005","0.0005","0.0005","0.0025","0.0025"
"10-02-2024 03:00","1727838002","0.0025","0.0005","0.75","0.2375","0.0005","0.0005","0.0005","0.0005","0.0015","0.0005","0.0045","0.0005","0.0005","0.0005","0.0005","0.0025","0.0025"
"10-02-2024 04:00","1727841602","0.0025","0.0005","0.7525","0.2375","0.0005","0.0005","0.0005","0.0005","0.0015","0.0005","0.005","0.0005","0.0005","0.0005","0.0005","0.0025","0.0025"
"10-02-2024 05:00","1727845202","0.0025","0.0005","0.749","0.2365","0.0005","0.0005","0.0005","0.0005","0.0015","0.0005","0.005","0.0005","0.0005","0.0005","0.0005","0.0025","0.0025"
"10-02-2024 06:00","1727848802","0.0025","0.0005","0.75","0.2365","0.0005","0.0005","0.0005","0.0005","0.0015","0.0005","0.005","0.0005","0.0005","0.0005","0.0005","0.0025","0.0025"
"10-02-2024 07:00","1727852402","0.0025","0.0005","0.7525","0.2375","0.0005","0.0005","0.0005","0.0005","0.0015","0.0005","0.004","0.0005","0.0005","0.0005","0.0005","0.0025","0.0025"
"10-02-2024 08:00","1727856002","0.0025","0.0005","0.7515","0.2395","0.0005","0.0005","0.0005","0.0005","0.0015","0.0005","0.003","0.0005","0.0005","0.0005","0.0005","0.0025","0.0025"
"10-02-2024 09:00","1727859602","0.0025","0.0005","0.7485","0.239","0.0005","0.0005","0.0005","0.0005","0.0015","0.0005","0.003","0.0005","0.0005","0.0005","0.0005","0.0025","0.0025"
"10-02-2024 10:00","1727863202","0.0025","0.0005","0.748","0.238","0.0005","0.0005","0.0005","0.0005","0.0015","0.0005","0.0025","0.0005","0.0005","0.0005","0.0005","0.0025","0.0025"
"10-02-2024 11:00","1727866802","0.0025","0.0005","0.748","0.239","0.0005","0.0005","0.0005","0.0005","0.0015","0.0005","0.003","0.0005","0.0005","0.0005","0.0005","0.0025","0.0025"
"10-02-2024 12:00","1727870402","0.0025","0.0005","0.748","0.239","0.0005","0.0005","0.0005","0.0005","0.0015","0.0005","0.0025","0.0005","0.0005","0.0005","0.0005","0.0025","0.0025"
"10-02-2024 13:00","1727874002","0.0025","0.0005","0.748","0.2355","0.0005","0.0005","0.0005","0.0005","0.0015","0.0005","0.0025","0.0005","0.0005","0.0005","0.0005","0.0025","0.0025"
"10-02-2024 14:00","1727877602","0.0025","0.0005","0.759","0.233","0.0005","0.0005","0.0005","0.0005","0.0015","0.0005","0.003","0.0005","0.0005","0.0005","0.0005","0.0025","0.0025"
"10-02-2024 14:00","1727877607","0.0025","0.0005","0.759","0.233","0.0005","0.0005","0.0005","0.0005","0.0015","0.0005","0.003","0.0005","0.0005","0.0005","0.0005","0.0025","0.0025"
"10-02-2024 15:00","1727881202","0.0025","0.0005","0.7565","0.2355","0.0005","0.0005","0.0005","0.0005","0.0015","0.0005","0.003","0.0005","0.0005","0.0005","0.0005","0.0025","0.0025"
"10-02-2024 16:00","1727884801","0.0025","0.0005","0.7565","0.2365","0.0005","0.0005","0.0005","0.0005","0.0015","0.0005","0.002","0.0005","0.0005","0.0005","0.0005","0.0025","0.0025"
"10-02-2024 17:00","1727888402","0.0025","0.0005","0.753","0.2365","0.0005","0.0005","0.0005","0.0005","0.0015","0.0005","0.0025","0.0005","0.0005","0.0005","0.0005","0.0025","0.0025"
"10-02-2024 18:00","1727892002","0.0025","0.0005","0.755","0.236","0.0005","0.0005","0.0005","0.0005","0.0015","0.0005","0.0025","0.0005","0.0005","0.0005","0.0005","0.0025","0.0025"
"10-02-2024 19:00","1727895602","0.0025","0.0005","0.755","0.2365","0.0005","0.0005","0.0005","0.0005","0.0015","0.0005","0.0025","0.0005","0.0005","0.0005","0.0005","0.0025","0.0025"
"10-02-2024 20:00","1727899202","0.0025","0.0005","0.7565","0.2355","0.0005","0.0005","0.0005","0.0005","0.0015","0.0005","0.0025","0.0005","0.0005","0.0005","0.0005","0.0025","0.0025"
"10-02-2024 21:00","1727902802","0.0025","0.0005","0.7565","0.2365","0.0005","0.0005","0.0005","0.0005","0.0015","0.0005","0.0025","0.0005","0.0005","0.0005","0.0005","0.0025","0.0025"
"10-02-2024 22:00","1727906402","0.0025","0.0005","0.7565","0.237","0.0005","0.0005","0.0005","0.0005","0.0015","0.0005","0.0025","0.0005","0.0005","0.0005","0.0005","0.0025","0.0025"
"10-02-2024 23:00","1727910003","0.0025","0.0005","0.7555","0.2355","0.0005","0.0005","0.0005","0.0005","0.0015","0.0005","0.0025","0.0005","0.0005","0.0005","0.0005","0.0025","0.0025"
"10-03-2024 00:00","1727913602","0.0025","0.0005","0.755","0.2355","0.0005","0.0005","0.0005","0.0005","0.0015","0.0005","0.0035","0.0005","0.0005","0.0005","0.0005","0.0025","0.0025"
"10-03-2024 01:00","1727917202","0.0025","0.0005","0.755","0.236","0.0005","0.0005","0.0005","0.0005","0.0015","0.0005","0.0035","0.0005","0.0005","0.0005","0.0005","0.0025","0.0025"
"10-03-2024 02:00","1727920802","0.0025","0.0005","0.7545","0.237","0.0005","0.0005","0.0005","0.0005","0.0015","0.0005","0.0035","0.0005","0.0005","0.0005","0.0005","0.0025","0.0025"
"10-03-2024 03:00","1727924403","0.0025","0.0005","0.7535","0.2375","0.0005","0.0005","0.0005","0.0005","0.0015","0.0005","0.0035","0.0005","0.0005","0.0005","0.0005","0.0025","0.0025"
"10-03-2024 04:00","1727928002","0.0025","0.0005","0.7535","0.2375","0.0005","0.0005","0.0005","0.0005","0.0015","0.0005","0.0035","0.0005","0.0005","0.0005","0.0005","0.0025","0.0025"
"10-03-2024 05:00","1727931603","0.0025","0.0005","0.756","0.237","0.0005","0.0005","0.0005","0.0005","0.0015","0.0005","0.003","0.0005","0.0005","0.0005","0.0005","0.0025","0.0025"
"10-03-2024 06:00","1727935202","0.0025","0.0005","0.7525","0.24","0.0005","0.0005","0.0005","0.0005","0.0015","0.0005","0.0025","0.0005","0.0005","0.0005","0.0005","0.0025","0.0025"
"10-03-2024 07:00","1727938802","0.0025","0.0005","0.7525","0.24","0.0005","0.0005","0.0005","0.0005","0.0015","0.0005","0.0025","0.0005","0.0005","0.0005","0.0005","0.0025","0.0025"
"10-03-2024 08:00","1727942402","0.0025","0.0005","0.752","0.2395","0.0005","0.0005","0.0005","0.0005","0.0015","0.0005","0.0025","0.0005","0.0005","0.0005","0.0005","0.0025","0.0025"
"10-03-2024 09:00","1727946002","0.0025","0.0005","0.7515","0.2395","0.0005","0.0005","0.0005","0.0005","0.0015","0.0005","0.0025","0.0005","0.0005","0.0005","0.0005","0.0025","0.0025"
"10-03-2024 10:00","1727949602","0.0025","0.0005","0.7515","0.2405","0.0005","0.0005","0.0005","0.0005","0.0015","0.0005","0.0025","0.0005","0.0005","0.0005","0.0005","0.0025","0.0025"
"10-03-2024 11:00","1727953202","0.0025","0.0005","0.7515","0.2405","0.0005","0.0005","0.0005","0.0005","0.0015","0.0005","0.0025","0.0005","0.0005","0.0005","0.0005","0.0025","0.0025"
"10-03-2024 12:00","1727956802","0.0025","0.0005","0.7525","0.2395","0.0005","0.0005","0.0005","0.0005","0.0015","0.0005","0.0025","0.0005","0.0005","0.0005","0.0005","0.0025","0.0025"
"10-03-2024 13:00","1727960402","0.0025","0.0005","0.7515","0.2395","0.0005","0.0005","0.0005","0.0005","0.0015","0.0005","0.0025","0.0005","0.0005","0.0005","0.0005","0.0025","0.0025"
"10-03-2024 14:00","1727964002","0.0025","0.0005","0.7535","0.238","0.0005","0.0005","0.0005","0.0005","0.0015","0.0005","0.0025","0.0005","0.0005","0.0005","0.0005","0.0025","0.0025"
"10-03-2024 15:00","1727967603","0.0025","0.0005","0.7535","0.2385","0.0005","0.0005","0.0005","0.0005","0.0015","0.0005","0.003","0.0005","0.0005","0.0005","0.0005","0.0025","0.0025"
"10-03-2024 16:00","1727971202","0.0025","0.0005","0.7525","0.2395","0.0005","0.0005","0.0005","0.0005","0.0015","0.0005","0.0025","0.0005","0.0005","0.0005","0.0005","0.0025","0.0025"
"10-03-2024 17:00","1727974802","0.0025","0.0005","0.751","0.242","0.0005","0.0005","0.0005","0.0005","0.0015","0.0005","0.0025","0.0005","0.0005","0.0005","0.0005","0.0025","0.0025"
"10-03-2024 18:00","1727978401","0.0025","0.0005","0.7505","0.2415","0.0005","0.0005","0.0005","0.0005","0.0015","0.0005","0.0025","0.0005","0.0005","0.0005","0.0005","0.0025","0.0025"
"10-03-2024 19:00","1727982002","0.0025","0.0005","0.749","0.244","0.0005","0.0005","0.0005","0.0005","0.0015","0.0005","0.0025","0.0005","0.0005","0.0005","0.0005","0.0025","0.0025"
"10-03-2024 20:00","1727985602","0.0025","0.0005","0.7485","0.2425","0.0005","0.0005","0.0005","0.0005","0.0015","0.0005","0.002","0.0005","0.0005","0.0005","0.0005","0.0025","0.0025"
"10-03-2024 21:00","1727989202","0.0025","0.0005","0.7505","0.2425","0.0005","0.0005","0.0005","0.0005","0.0015","0.0005","0.002","0.0005","0.0005","0.0005","0.0005","0.0025","0.0025"
"10-03-2024 22:00","1727992802","0.0025","0.0005","0.7485","0.2435","0.0005","0.0005","0.0005","0.0005","0.0015","0.0005","0.002","0.0005","0.0005","0.0005","0.0005","0.0025","0.0025"
"10-03-2024 23:00","1727996402","0.0025","0.0005","0.7495","0.243","0.0005","0.0005","0.0005","0.0005","0.0015","0.0005","0.0015","0.0005","0.0005","0.0005","0.0005","0.0025","0.0025"
"10-04-2024 00:00","1728000002","0.0025","0.0005","0.7505","0.2415","0.0005","0.0005","0.0005","0.0005","0.0015","0.0005","0.0015","0.0005","0.0005","0.0005","0.0005","0.0025","0.0025"
"10-04-2024 01:00","1728003602","0.0025","0.0005","0.751","0.242","0.0005","0.0005","0.0005","0.0005","0.0015","0.0005","0.0015","0.0005","0.0005","0.0005","0.0005","0.0025","0.0025"
"10-04-2024 02:00","1728007202","0.0025","0.0005","0.7515","0.2425","0.0005","0.0005","0.0005","0.0005","0.0015","0.0005","0.0015","0.0005","0.0005","0.0005","0.0005","0.0025","0.0025"
"10-04-2024 03:00","1728010802","0.0025","0.0005","0.7505","0.2425","0.0005","0.0005","0.0005","0.0005","0.0015","0.0005","0.0015","0.0005","0.0005","0.0005","0.0005","0.0025","0.0025"
