"Date (UTC)","Timestamp (UTC)","António José Seguro (IND)","João Cotrim Figueiredo (IL)","André Ventura (CH)","Luís Marques Mendes (PSD)","Henrique Gouveia e Melo (IND)"
"12-21-2025 10:00","1766311207","0.036","0.0755","0.0565","0.665","0.175"
"12-21-2025 11:00","1766314807","0.0365","0.076","0.0545","0.675","0.165"
"12-21-2025 12:00","1766318408","0.038","0.075","0.0525","0.675","0.165"
"12-21-2025 13:00","1766322008","0.0375","0.069","0.052","0.685","0.165"
"12-21-2025 14:00","1766325607","0.037","0.067","0.053","0.685","0.165"
"12-21-2025 15:00","1766329208","0.037","0.067","0.054","0.685","0.16"
"12-21-2025 16:00","1766332807","0.0365","0.0695","0.0545","0.695","0.155"
"12-21-2025 17:00","1766336409","0.0365","0.069","0.0545","0.685","0.155"
"12-21-2025 18:00","1766340008","0.0365","0.069","0.0555","0.69","0.155"
"12-21-2025 19:00","1766343607","0.0365","0.0715","0.054","0.695","0.155"
"12-21-2025 20:00","1766347209","0.036","0.072","0.0555","0.685","0.155"
"12-21-2025 21:00","1766350808","0.036","0.0715","0.0555","0.69","0.16"
"12-21-2025 22:00","1766354407","0.0365","0.0685","0.0555","0.685","0.165"
"12-21-2025 23:00","1766358007","0.0355","0.068","0.0575","0.69","0.16"
"12-22-2025 00:00","1766361608","0.0355","0.068","0.0555","0.69","0.16"
"12-22-2025 01:00","1766365207","0.036","0.066","0.0555","0.685","0.16"
"12-22-2025 02:00","1766368807","0.037","0.0665","0.0555","0.69","0.16"
"12-22-2025 03:00","1766372408","0.037","0.0665","0.0545","0.69","0.16"
"12-22-2025 04:00","1766376008","0.037","0.0655","0.0525","0.69","0.155"
"12-22-2025 05:00","1766379607","0.036","0.065","0.0525","0.695","0.155"
"12-22-2025 06:00","1766383207","0.036","0.0645","0.052","0.695","0.155"
"12-22-2025 07:00","1766386807","0.036","0.0645","0.05","0.7","0.155"
"12-22-2025 08:00","1766390420","0.0355","0.0645","0.0505","0.7","0.155"
"12-22-2025 09:00","1766394020","0.036","0.065","0.051","0.695","0.155"
"12-22-2025 10:00","1766397607","0.0345","0.0655","0.0505","0.695","0.155"
"12-22-2025 11:00","1766401207","0.035","0.0665","0.051","0.695","0.155"
"12-22-2025 12:00","1766404807","0.035","0.0665","0.0555","0.695","0.155"
"12-22-2025 13:00","1766408406","0.035","0.066","0.0535","0.695","0.155"
"12-22-2025 14:00","1766412007","0.0385","0.065","0.054","0.695","0.155"
"12-22-2025 15:00","1766415608","0.0405","0.0645","0.0555","0.685","0.155"
"12-22-2025 16:00","1766419206","0.051","0.0645","0.064","0.685","0.145"
"12-22-2025 17:00","1766422808","0.049","0.0635","0.058","0.695","0.135"
"12-22-2025 18:00","1766426407","0.049","0.0635","0.06","0.695","0.135"
"12-22-2025 19:00","1766430008","0.049","0.064","0.06","0.695","0.135"
"12-22-2025 20:00","1766433620","0.049","0.0645","0.0585","0.695","0.135"
"12-22-2025 21:00","1766437207","0.0485","0.0855","0.0565","0.685","0.125"
"12-22-2025 22:00","1766440819","0.0615","0.073","0.057","0.675","0.145"
"12-22-2025 23:00","1766444407","0.0645","0.072","0.056","0.685","0.125"
"12-23-2025 00:00","1766448009","0.091","0.0715","0.056","0.68","0.115"
"12-23-2025 01:00","1766451607","0.0835","0.072","0.055","0.685","0.115"
"12-23-2025 02:00","1766455207","0.0795","0.0715","0.055","0.685","0.115"
"12-23-2025 03:00","1766458808","0.084","0.073","0.056","0.695","0.095"
"12-23-2025 04:00","1766462420","0.0855","0.071","0.056","0.695","0.095"
"12-23-2025 05:00","1766466023","0.084","0.072","0.056","0.695","0.095"
"12-23-2025 06:00","1766469623","0.0825","0.073","0.0505","0.695","0.095"
"12-23-2025 07:00","1766473208","0.0825","0.0725","0.0505","0.695","0.095"
"12-23-2025 08:00","1766476820","0.073","0.073","0.048","0.695","0.095"
"12-23-2025 09:00","1766480407","0.0745","0.0745","0.0485","0.695","0.095"
"12-23-2025 10:00","1766484007","0.0775","0.0775","0.0445","0.695","0.1"
"12-23-2025 11:00","1766487607","0.071","0.073","0.0435","0.695","0.105"
"12-23-2025 12:00","1766491209","0.0835","0.0745","0.0445","0.695","0.105"
"12-23-2025 13:00","1766494808","0.0835","0.0725","0.0455","0.695","0.105"
"12-23-2025 14:00","1766498407","0.086","0.071","0.045","0.685","0.115"
"12-23-2025 15:00","1766502008","0.0935","0.0715","0.044","0.685","0.105"
"12-23-2025 16:00","1766505607","0.096","0.073","0.045","0.685","0.095"
"12-23-2025 17:00","1766509223","0.0925","0.073","0.0565","0.685","0.095"
"12-23-2025 18:00","1766512808","0.09","0.071","0.0535","0.695","0.095"
"12-23-2025 19:00","1766516408","0.087","0.067","0.0565","0.695","0.095"
"12-23-2025 20:00","1766520007","0.0865","0.068","0.058","0.695","0.095"
"12-23-2025 21:00","1766523608","0.0865","0.068","0.057","0.695","0.095"
"12-23-2025 22:00","1766527208","0.086","0.0675","0.057","0.695","0.095"
"12-23-2025 23:00","1766530808","0.0845","0.0675","0.058","0.695","0.095"
"12-24-2025 00:00","1766534409","0.0855","0.068","0.058","0.695","0.095"
"12-24-2025 01:00","1766538009","0.0855","0.0675","0.058","0.695","0.095"
"12-24-2025 02:00","1766541607","0.0855","0.0675","0.055","0.695","0.095"
"12-24-2025 03:00","1766545208","0.084","0.0675","0.0545","0.695","0.095"
"12-24-2025 04:00","1766548808","0.083","0.0675","0.0545","0.695","0.095"
"12-24-2025 05:00","1766552408","0.083","0.0675","0.0545","0.695","0.105"
"12-24-2025 06:00","1766556009","0.0775","0.067","0.0555","0.695","0.105"
"12-24-2025 07:00","1766559607","0.0775","0.0665","0.054","0.695","0.105"
"12-24-2025 08:00","1766563208","0.0775","0.0665","0.058","0.695","0.105"
"12-24-2025 09:00","1766566809","0.0795","0.0665","0.058","0.7","0.105"
"12-24-2025 10:00","1766570408","0.084","0.0665","0.056","0.695","0.105"
"12-24-2025 11:00","1766574009","0.0835","0.0665","0.058","0.695","0.105"
"12-24-2025 12:00","1766577608","0.077","0.0665","0.056","0.685","0.125"
"12-24-2025 13:00","1766581208","0.0785","0.0645","0.056","0.685","0.125"
"12-24-2025 14:00","1766584807","0.0785","0.0645","0.0565","0.685","0.125"
"12-24-2025 15:00","1766588408","0.0785","0.06","0.0415","0.685","0.13"
"12-24-2025 16:00","1766592008","0.0775","0.06","0.0455","0.695","0.13"
"12-24-2025 17:00","1766595608","0.0775","0.0585","0.0465","0.69","0.13"
"12-24-2025 18:00","1766599208","0.0835","0.0585","0.0465","0.685","0.135"
"12-24-2025 19:00","1766602808","0.074","0.0585","0.053","0.685","0.135"
"12-24-2025 20:00","1766606408","0.0715","0.0605","0.0505","0.695","0.125"
"12-24-2025 21:00","1766610008","0.0715","0.0605","0.0505","0.695","0.125"
"12-24-2025 22:00","1766613607","0.0715","0.0605","0.0515","0.695","0.125"
"12-24-2025 23:00","1766617207","0.071","0.061","0.052","0.695","0.125"
"12-25-2025 00:00","1766620819","0.071","0.061","0.0555","0.695","0.125"
"12-25-2025 01:00","1766624407","0.0695","0.0695","0.052","0.685","0.125"
"12-25-2025 02:00","1766628008","0.0695","0.0695","0.05","0.695","0.125"
"12-25-2025 03:00","1766631608","0.0695","0.0695","0.0475","0.695","0.125"
"12-25-2025 04:00","1766635207","0.0695","0.071","0.043","0.695","0.125"
"12-25-2025 05:00","1766638808","0.0695","0.071","0.042","0.695","0.125"
"12-25-2025 06:00","1766642408","0.0695","0.069","0.038","0.695","0.125"
"12-25-2025 07:00","1766646008","0.0695","0.068","0.0385","0.695","0.125"
"12-25-2025 08:00","1766649608","0.0695","0.068","0.0395","0.695","0.12"
"12-25-2025 09:00","1766653208","0.0695","0.0745","0.0375","0.695","0.115"
"12-25-2025 10:00","1766656807","0.0695","0.0875","0.0395","0.695","0.115"
"12-25-2025 11:00","1766660408","0.067","0.0865","0.0415","0.695","0.115"
"12-25-2025 12:00","1766664009","0.0665","0.076","0.0415","0.695","0.12"
"12-25-2025 13:00","1766667608","0.0665","0.0745","0.047","0.695","0.125"
"12-25-2025 14:00","1766671208","0.0665","0.074","0.047","0.695","0.125"
"12-25-2025 15:00","1766674808","0.063","0.0715","0.051","0.695","0.12"
"12-25-2025 16:00","1766678407","0.0635","0.0735","0.052","0.695","0.12"
"12-25-2025 17:00","1766682009","0.0635","0.0735","0.0525","0.695","0.12"
"12-25-2025 18:00","1766685608","0.0635","0.0715","0.053","0.69","0.12"
"12-25-2025 19:00","1766689208","0.061","0.0715","0.051","0.705","0.115"
"12-25-2025 20:00","1766692809","0.0605","0.075","0.052","0.705","0.115"
"12-25-2025 21:00","1766696408","0.0605","0.073","0.051","0.705","0.115"
"12-25-2025 22:00","1766700009","0.0585","0.072","0.052","0.71","0.115"
"12-25-2025 23:00","1766703608","0.0585","0.072","0.052","0.695","0.115"
"12-26-2025 00:00","1766707208","0.0585","0.072","0.052","0.705","0.115"
"12-26-2025 01:00","1766710807","0.0585","0.072","0.0525","0.695","0.115"
"12-26-2025 02:00","1766714407","0.0585","0.0725","0.052","0.695","0.115"
"12-26-2025 03:00","1766718007","0.0585","0.0725","0.0525","0.705","0.115"
"12-26-2025 04:00","1766721607","0.0585","0.0725","0.0525","0.705","0.115"
"12-26-2025 05:00","1766725208","0.0585","0.074","0.0565","0.705","0.115"
"12-26-2025 06:00","1766728807","0.059","0.0745","0.0565","0.705","0.115"
"12-26-2025 07:00","1766732407","0.0605","0.0745","0.0555","0.695","0.12"
"12-26-2025 08:00","1766736007","0.061","0.0745","0.055","0.7","0.105"
"12-26-2025 09:00","1766739607","0.0615","0.0745","0.0545","0.7","0.115"
"12-26-2025 10:00","1766743207","0.061","0.0745","0.0545","0.705","0.115"
"12-26-2025 11:00","1766746808","0.06","0.0745","0.0525","0.7","0.115"
"12-26-2025 12:00","1766750409","0.064","0.0745","0.0445","0.7","0.12"
"12-26-2025 13:00","1766754007","0.064","0.0755","0.047","0.7","0.105"
"12-26-2025 14:00","1766757607","0.0645","0.0755","0.048","0.7","0.115"
"12-26-2025 15:00","1766761209","0.0665","0.0755","0.048","0.7","0.11"
"12-26-2025 16:00","1766764808","0.0615","0.074","0.045","0.7","0.115"
"12-26-2025 17:00","1766768409","0.0615","0.074","0.0435","0.7","0.115"
"12-26-2025 18:00","1766772007","0.063","0.074","0.0435","0.705","0.115"
"12-26-2025 19:00","1766775608","0.062","0.074","0.044","0.705","0.115"
"12-26-2025 20:00","1766779208","0.062","0.074","0.0485","0.705","0.115"
"12-26-2025 21:00","1766782809","0.062","0.074","0.05","0.705","0.115"
"12-26-2025 22:00","1766786408","0.0685","0.0735","0.0495","0.705","0.115"
"12-26-2025 23:00","1766790007","0.069","0.0725","0.05","0.695","0.11"
"12-27-2025 00:00","1766793610","0.069","0.0725","0.05","0.695","0.11"
"12-27-2025 01:00","1766797208","0.069","0.0725","0.05","0.695","0.11"
"12-27-2025 02:00","1766800808","0.0685","0.07","0.048","0.705","0.11"
"12-27-2025 03:00","1766804409","0.066","0.07","0.05","0.715","0.105"
"12-27-2025 04:00","1766808009","0.066","0.07","0.052","0.715","0.105"
"12-27-2025 05:00","1766811609","0.066","0.07","0.052","0.715","0.105"
"12-27-2025 06:00","1766815209","0.066","0.0695","0.052","0.715","0.105"
"12-27-2025 07:00","1766818811","0.064","0.0685","0.052","0.715","0.105"
"12-27-2025 08:00","1766822408","0.064","0.07","0.052","0.715","0.105"
"12-27-2025 09:00","1766826010","0.0635","0.0695","0.051","0.715","0.105"
"12-27-2025 10:00","1766829609","0.0635","0.069","0.05","0.715","0.105"
"12-27-2025 11:00","1766833209","0.0625","0.0705","0.0495","0.715","0.11"
"12-27-2025 12:00","1766836809","0.0625","0.0705","0.0495","0.715","0.105"
"12-27-2025 13:00","1766840409","0.0595","0.0705","0.0475","0.715","0.115"
"12-27-2025 14:00","1766844009","0.056","0.0705","0.0475","0.705","0.105"
"12-27-2025 15:00","1766847608","0.055","0.07","0.0475","0.71","0.105"
"12-27-2025 16:00","1766851209","0.0565","0.069","0.0465","0.71","0.105"
"12-27-2025 17:00","1766854809","0.0605","0.0685","0.0465","0.71","0.105"
"12-27-2025 18:00","1766858410","0.0605","0.068","0.0465","0.705","0.105"
"12-27-2025 19:00","1766862009","0.0605","0.068","0.0495","0.705","0.105"
"12-27-2025 20:00","1766865609","0.0605","0.0705","0.05","0.71","0.105"
"12-27-2025 21:00","1766869209","0.0625","0.071","0.05","0.71","0.11"
"12-27-2025 22:00","1766872809","0.063","0.071","0.0495","0.71","0.11"
"12-27-2025 23:00","1766876409","0.063","0.0715","0.0495","0.705","0.11"
"12-28-2025 00:00","1766880010","0.0635","0.0715","0.0495","0.705","0.11"
"12-28-2025 02:00","1766887209","0.0665","0.07","0.052","0.705","0.11"
"12-28-2025 03:00","1766890809","0.0665","0.071","0.052","0.705","0.11"
"12-28-2025 04:00","1766894409","0.068","0.071","0.0525","0.705","0.11"
"12-28-2025 05:00","1766898008","0.068","0.071","0.0525","0.705","0.11"
"12-28-2025 06:00","1766901609","0.068","0.071","0.0525","0.705","0.11"
"12-28-2025 07:00","1766905208","0.0675","0.071","0.0525","0.705","0.11"
"12-28-2025 08:00","1766908809","0.0675","0.07","0.0525","0.705","0.11"
"12-28-2025 09:00","1766912408","0.0675","0.0695","0.052","0.705","0.11"
"12-28-2025 10:00","1766916009","0.068","0.0705","0.05","0.705","0.105"
"12-28-2025 11:00","1766919608","0.0735","0.0705","0.051","0.705","0.105"
"12-28-2025 12:00","1766923210","0.075","0.0705","0.0515","0.705","0.105"
"12-28-2025 13:00","1766926808","0.074","0.0705","0.051","0.705","0.105"
"12-28-2025 14:00","1766930408","0.0675","0.0705","0.0515","0.705","0.105"
"12-28-2025 15:00","1766934010","0.0565","0.0705","0.0515","0.705","0.105"
"12-28-2025 16:00","1766937622","0.0555","0.0695","0.0505","0.705","0.105"
"12-28-2025 17:00","1766941209","0.0625","0.0695","0.0505","0.705","0.105"
"12-28-2025 18:00","1766944809","0.0625","0.0695","0.0505","0.705","0.105"
"12-28-2025 19:00","1766948408","0.0665","0.0695","0.051","0.7","0.105"
"12-28-2025 20:00","1766952021","0.0665","0.0695","0.052","0.7","0.105"
"12-28-2025 21:00","1766955608","0.069","0.068","0.052","0.705","0.105"
"12-28-2025 22:00","1766959210","0.069","0.067","0.0505","0.7","0.105"
"12-28-2025 23:00","1766962810","0.066","0.0675","0.0505","0.7","0.105"
"12-29-2025 00:00","1766966426","0.066","0.068","0.051","0.7","0.105"
"12-29-2025 02:00","1766973609","0.069","0.068","0.043","0.705","0.115"
"12-29-2025 03:00","1766977223","0.067","0.068","0.0425","0.695","0.115"
"12-29-2025 04:00","1766980808","0.067","0.068","0.0415","0.695","0.115"
"12-29-2025 05:00","1766984409","0.067","0.068","0.0415","0.715","0.115"
"12-29-2025 06:00","1766988010","0.068","0.068","0.042","0.715","0.115"
"12-29-2025 07:00","1766991610","0.068","0.0675","0.0415","0.715","0.115"
"12-29-2025 08:00","1766995211","0.067","0.068","0.0415","0.715","0.115"
"12-29-2025 09:00","1766998809","0.068","0.0675","0.042","0.715","0.115"
"12-29-2025 10:00","1767002409","0.0685","0.067","0.043","0.695","0.115"
"12-29-2025 11:00","1767006009","0.069","0.067","0.0465","0.695","0.115"
"12-29-2025 12:00","1767009610","0.069","0.067","0.047","0.695","0.115"
"12-29-2025 13:00","1767013209","0.069","0.067","0.0475","0.695","0.115"
"12-29-2025 14:00","1767016809","0.069","0.0665","0.047","0.695","0.11"
"12-29-2025 15:00","1767020409","0.069","0.067","0.047","0.695","0.11"
"12-29-2025 16:00","1767024008","0.069","0.067","0.0465","0.695","0.11"
"12-29-2025 17:00","1767027608","0.069","0.067","0.0465","0.695","0.095"
"12-29-2025 18:00","1767031208","0.069","0.067","0.0465","0.695","0.095"
"12-29-2025 19:00","1767034809","0.069","0.067","0.046","0.715","0.095"
"12-29-2025 20:00","1767038408","0.0625","0.067","0.044","0.715","0.095"
"12-29-2025 21:00","1767042008","0.0625","0.0675","0.044","0.715","0.095"
"12-29-2025 22:00","1767045608","0.0625","0.0675","0.044","0.715","0.095"
"12-29-2025 23:00","1767049210","0.0625","0.069","0.044","0.725","0.095"
"12-30-2025 00:00","1767052813","0.0625","0.0685","0.044","0.725","0.095"
"12-30-2025 01:00","1767056408","0.0625","0.0695","0.0435","0.735","0.095"
"12-30-2025 02:00","1767060009","0.063","0.0695","0.0445","0.735","0.095"
"12-30-2025 03:00","1767063610","0.0625","0.0695","0.0445","0.74","0.085"
"12-30-2025 04:00","1767067208","0.0625","0.0695","0.0455","0.735","0.085"
"12-30-2025 05:00","1767070810","0.0625","0.0695","0.0445","0.735","0.085"
"12-30-2025 06:00","1767074408","0.063","0.07","0.0445","0.74","0.085"
"12-30-2025 07:00","1767078013","0.063","0.069","0.044","0.735","0.085"
"12-30-2025 08:00","1767081608","0.064","0.069","0.044","0.735","0.085"
"12-30-2025 09:00","1767085210","0.0645","0.069","0.0425","0.735","0.085"
"12-30-2025 10:00","1767088808","0.0635","0.0685","0.0425","0.735","0.09"
"12-30-2025 11:00","1767092410","0.06","0.0655","0.0415","0.75","0.09"
"12-30-2025 12:00","1767096010","0.0595","0.0655","0.0415","0.745","0.09"
"12-30-2025 13:00","1767099608","0.0625","0.0685","0.0415","0.75","0.09"
"12-30-2025 14:00","1767103208","0.063","0.069","0.0445","0.745","0.085"
"12-30-2025 15:00","1767106809","0.0635","0.0685","0.045","0.745","0.085"
"12-30-2025 16:00","1767110409","0.063","0.068","0.0455","0.745","0.085"
"12-30-2025 17:00","1767114010","0.064","0.0645","0.0445","0.745","0.085"
"12-30-2025 18:00","1767117613","0.065","0.0645","0.045","0.745","0.085"
"12-30-2025 19:00","1767121208","0.064","0.0645","0.047","0.745","0.08"
"12-30-2025 20:00","1767124812","0.0675","0.0645","0.047","0.745","0.055"
"12-30-2025 21:00","1767128408","0.069","0.0645","0.0465","0.745","0.055"
"12-30-2025 22:00","1767132009","0.071","0.0645","0.043","0.745","0.055"
"12-30-2025 23:00","1767135609","0.071","0.0645","0.0415","0.745","0.055"
"12-31-2025 00:00","1767139209","0.0705","0.0645","0.0445","0.755","0.055"
"12-31-2025 01:00","1767142809","0.07","0.0615","0.046","0.76","0.055"
"12-31-2025 02:00","1767146409","0.0705","0.0615","0.048","0.755","0.055"
"12-31-2025 03:00","1767150010","0.076","0.0615","0.047","0.755","0.055"
"12-31-2025 04:00","1767153612","0.0765","0.062","0.0455","0.755","0.055"
"12-31-2025 05:00","1767157208","0.0725","0.0605","0.0415","0.765","0.055"
"12-31-2025 06:00","1767160809","0.0725","0.0605","0.0415","0.765","0.055"
"12-31-2025 07:00","1767164408","0.0725","0.0605","0.0415","0.765","0.055"
"12-31-2025 08:00","1767168009","0.0725","0.0605","0.0415","0.765","0.045"
"12-31-2025 09:00","1767171609","0.0725","0.0605","0.0415","0.765","0.045"
"12-31-2025 10:00","1767175209","0.0725","0.0605","0.0415","0.775","0.045"
"12-31-2025 11:00","1767178819","0.0715","0.06","0.042","0.775","0.045"
"12-31-2025 12:00","1767182408","0.0695","0.061","0.0405","0.775","0.045"
"12-31-2025 13:00","1767186008","0.0685","0.0595","0.0355","0.775","0.055"
"12-31-2025 14:00","1767189608","0.0685","0.0585","0.0365","0.775","0.055"
"12-31-2025 15:00","1767193209","0.0665","0.057","0.037","0.775","0.06"
"12-31-2025 16:00","1767196810","0.068","0.056","0.0405","0.77","0.06"
"12-31-2025 17:00","1767200411","0.066","0.056","0.0395","0.775","0.055"
"12-31-2025 18:00","1767204010","0.065","0.0555","0.039","0.775","0.055"
"12-31-2025 19:00","1767207629","0.067","0.056","0.0385","0.775","0.055"
"12-31-2025 20:00","1767211209","0.0625","0.0565","0.0375","0.775","0.055"
"12-31-2025 21:00","1767214811","0.0555","0.0555","0.0375","0.775","0.055"
"12-31-2025 22:00","1767218410","0.0575","0.0555","0.0375","0.775","0.055"
"12-31-2025 23:00","1767222009","0.062","0.0555","0.0375","0.775","0.055"
"01-01-2026 00:00","1767225610","0.065","0.061","0.0375","0.775","0.055"
"01-01-2026 01:00","1767229209","0.065","0.062","0.0375","0.775","0.055"
"01-01-2026 02:00","1767232808","0.079","0.0605","0.0375","0.765","0.055"
"01-01-2026 03:00","1767236409","0.0785","0.0595","0.0375","0.765","0.055"
"01-01-2026 04:00","1767240024","0.0785","0.0565","0.0365","0.765","0.055"
"01-01-2026 05:00","1767243609","0.0775","0.0565","0.0365","0.765","0.055"
"01-01-2026 06:00","1767247210","0.0755","0.0555","0.0365","0.765","0.055"
"01-01-2026 07:00","1767250808","0.0755","0.0575","0.0365","0.77","0.055"
"01-01-2026 08:00","1767254408","0.0715","0.0565","0.0355","0.77","0.055"
"01-01-2026 09:00","1767258010","0.075","0.0565","0.0355","0.765","0.055"
"01-01-2026 10:00","1767261608","0.0755","0.0565","0.0325","0.775","0.055"
"01-01-2026 11:00","1767265208","0.0755","0.0565","0.0325","0.775","0.055"
"01-01-2026 12:00","1767268809","0.075","0.0565","0.0315","0.765","0.055"
"01-01-2026 13:00","1767272421","0.075","0.0555","0.0305","0.765","0.055"
"01-01-2026 14:00","1767276007","0.0755","0.0555","0.0305","0.765","0.055"
"01-01-2026 15:00","1767279608","0.0745","0.0565","0.0325","0.775","0.055"
"01-01-2026 16:00","1767283207","0.073","0.0565","0.0325","0.775","0.055"
"01-01-2026 17:00","1767286808","0.073","0.0565","0.0325","0.775","0.055"
"01-01-2026 18:00","1767290409","0.073","0.0565","0.0325","0.755","0.06"
"01-01-2026 19:00","1767294008","0.075","0.0585","0.0365","0.765","0.055"
"01-01-2026 20:00","1767297619","0.0745","0.0575","0.036","0.765","0.055"
"01-01-2026 21:00","1767301208","0.0745","0.0545","0.0405","0.765","0.055"
"01-01-2026 22:00","1767304810","0.0725","0.0555","0.0405","0.765","0.055"
"01-01-2026 23:00","1767308409","0.0715","0.0555","0.0405","0.765","0.055"
"01-02-2026 00:00","1767312009","0.0725","0.0545","0.0405","0.765","0.055"
"01-02-2026 01:00","1767315608","0.0725","0.0545","0.0405","0.765","0.055"
"01-02-2026 02:00","1767319209","0.0725","0.0545","0.0405","0.765","0.055"
"01-02-2026 03:00","1767322812","0.0675","0.054","0.0405","0.765","0.055"
"01-02-2026 04:00","1767326407","0.0675","0.054","0.0405","0.775","0.055"
"01-02-2026 05:00","1767330009","0.0685","0.0535","0.0405","0.775","0.045"
"01-02-2026 06:00","1767333608","0.068","0.0535","0.0405","0.775","0.045"
"01-02-2026 07:00","1767337207","0.068","0.0515","0.0405","0.765","0.055"
"01-02-2026 08:00","1767340808","0.068","0.0515","0.0405","0.77","0.055"
"01-02-2026 09:00","1767344408","0.068","0.0515","0.0405","0.77","0.055"
"01-02-2026 10:00","1767348010","0.0665","0.054","0.0405","0.775","0.045"
"01-02-2026 11:00","1767351609","0.0665","0.0535","0.0405","0.775","0.045"
"01-02-2026 12:00","1767355209","0.0665","0.054","0.0395","0.785","0.045"
"01-02-2026 13:00","1767358807","0.0645","0.054","0.0385","0.785","0.045"
"01-02-2026 14:00","1767362408","0.0655","0.0545","0.0375","0.785","0.045"
"01-02-2026 15:00","1767366010","0.0655","0.0545","0.0385","0.785","0.045"
"01-02-2026 16:00","1767369609","0.069","0.052","0.043","0.785","0.055"
"01-02-2026 17:00","1767373210","0.0715","0.0515","0.0405","0.785","0.055"
"01-02-2026 18:00","1767376823","0.0685","0.0495","0.0405","0.785","0.055"
"01-02-2026 19:00","1767380408","0.0695","0.05","0.0365","0.785","0.055"
"01-02-2026 20:00","1767384009","0.0705","0.0495","0.0355","0.785","0.055"
"01-02-2026 21:00","1767387609","0.0715","0.0495","0.0355","0.785","0.055"
"01-02-2026 22:00","1767391209","0.0695","0.049","0.0365","0.785","0.065"
"01-02-2026 23:00","1767394809","0.069","0.0425","0.0305","0.785","0.065"
"01-03-2026 00:00","1767398410","0.0775","0.0395","0.0295","0.785","0.065"
"01-03-2026 02:00","1767405608","0.073","0.041","0.033","0.785","0.065"
"01-03-2026 03:00","1767409209","0.0715","0.042","0.0325","0.785","0.065"
"01-03-2026 04:00","1767412810","0.0715","0.041","0.032","0.79","0.06"
"01-03-2026 05:00","1767416421","0.0715","0.04","0.0315","0.795","0.055"
"01-03-2026 06:00","1767420013","0.0715","0.0395","0.0315","0.795","0.055"
"01-03-2026 07:00","1767423608","0.0715","0.0395","0.033","0.795","0.055"
"01-03-2026 08:00","1767427207","0.0715","0.0395","0.0325","0.785","0.055"
"01-03-2026 09:00","1767430821","0.0715","0.041","0.0315","0.785","0.055"
"01-03-2026 10:00","1767434408","0.0725","0.041","0.0315","0.785","0.055"
"01-03-2026 11:00","1767438008","0.0725","0.042","0.0315","0.795","0.055"
"01-03-2026 12:00","1767441609","0.077","0.0415","0.0305","0.795","0.055"
"01-03-2026 13:00","1767445208","0.0715","0.041","0.031","0.795","0.06"
"01-03-2026 14:00","1767448810","0.0735","0.041","0.0345","0.795","0.055"
"01-03-2026 15:00","1767452424","0.0705","0.0405","0.034","0.805","0.055"
"01-03-2026 16:00","1767456009","0.0725","0.0415","0.0295","0.795","0.055"
"01-03-2026 17:00","1767459609","0.0705","0.043","0.0295","0.805","0.055"
"01-03-2026 18:00","1767463209","0.0695","0.041","0.032","0.805","0.055"
"01-03-2026 19:00","1767466809","0.0695","0.043","0.0325","0.805","0.055"
"01-03-2026 20:00","1767470410","0.0695","0.052","0.0335","0.795","0.055"
"01-03-2026 21:00","1767474010","0.0685","0.053","0.0355","0.785","0.055"
"01-03-2026 22:00","1767477609","0.0685","0.0535","0.036","0.785","0.055"
"01-03-2026 23:00","1767481208","0.0685","0.0535","0.0365","0.79","0.055"
"01-04-2026 00:00","1767484810","0.0685","0.0515","0.034","0.785","0.065"
"01-04-2026 01:00","1767488408","0.0685","0.0525","0.0355","0.785","0.065"
"01-04-2026 02:00","1767492009","0.0695","0.0525","0.036","0.785","0.065"
"01-04-2026 03:00","1767495623","0.07","0.0515","0.0365","0.78","0.065"
"01-04-2026 04:00","1767499210","0.073","0.051","0.0365","0.785","0.065"
"01-04-2026 05:00","1767502808","0.0735","0.052","0.0355","0.78","0.07"
"01-04-2026 06:00","1767506408","0.073","0.052","0.036","0.78","0.07"
"01-04-2026 07:00","1767510010","0.073","0.0445","0.037","0.785","0.07"
"01-04-2026 08:00","1767513609","0.0705","0.0425","0.0375","0.785","0.07"
"01-04-2026 09:00","1767517209","0.071","0.0405","0.035","0.785","0.065"
"01-04-2026 10:00","1767520808","0.0715","0.0425","0.0345","0.795","0.065"
"01-04-2026 11:00","1767524413","0.0715","0.043","0.035","0.785","0.065"
"01-04-2026 12:00","1767528011","0.0715","0.0455","0.037","0.785","0.055"
"01-04-2026 13:00","1767531608","0.0715","0.0455","0.037","0.785","0.065"
"01-04-2026 14:00","1767535209","0.072","0.042","0.036","0.785","0.07"
"01-04-2026 15:00","1767538815","0.0735","0.0375","0.0375","0.785","0.075"
"01-04-2026 16:00","1767542411","0.0755","0.038","0.047","0.78","0.065"
"01-04-2026 17:00","1767546009","0.0755","0.0385","0.041","0.785","0.065"
"01-04-2026 18:00","1767549609","0.0765","0.039","0.0395","0.785","0.065"
"01-04-2026 19:00","1767553209","0.0765","0.039","0.0435","0.775","0.065"
"01-04-2026 20:00","1767556826","0.0775","0.0415","0.0445","0.775","0.065"
"01-04-2026 21:00","1767560411","0.0775","0.0445","0.0465","0.775","0.065"
"01-04-2026 22:00","1767564009","0.0795","0.043","0.0445","0.775","0.065"
"01-04-2026 23:00","1767567609","0.082","0.043","0.0425","0.775","0.065"
"01-05-2026 00:00","1767571211","0.0835","0.0375","0.044","0.775","0.065"
"01-05-2026 01:00","1767574809","0.0865","0.0415","0.041","0.775","0.065"
