"Date (UTC)","Timestamp (UTC)","António José Seguro (IND)","João Cotrim Figueiredo (IL)","André Ventura (CH)","Luís Marques Mendes (PSD)","Henrique Gouveia e Melo (IND)"
"01-05-2026 02:00","1767578409","0.087","0.0415","0.037","0.775","0.065"
"01-05-2026 03:00","1767582010","0.087","0.0425","0.0365","0.775","0.055"
"01-05-2026 04:00","1767585608","0.088","0.0425","0.0365","0.775","0.055"
"01-05-2026 05:00","1767589223","0.0855","0.0425","0.0365","0.785","0.055"
"01-05-2026 06:00","1767592809","0.086","0.043","0.0365","0.785","0.055"
"01-05-2026 07:00","1767596409","0.086","0.043","0.0405","0.79","0.05"
"01-05-2026 08:00","1767600009","0.086","0.0425","0.0405","0.785","0.055"
"01-05-2026 09:00","1767603614","0.083","0.0425","0.0385","0.785","0.055"
"01-05-2026 10:00","1767607208","0.083","0.043","0.0365","0.785","0.055"
"01-05-2026 11:00","1767610808","0.0845","0.04","0.04","0.785","0.055"
"01-05-2026 12:00","1767614408","0.0845","0.0395","0.0405","0.785","0.055"
"01-05-2026 13:00","1767618008","0.0845","0.0405","0.041","0.785","0.055"
"01-05-2026 14:00","1767621608","0.0845","0.042","0.0395","0.775","0.055"
"01-05-2026 15:00","1767625209","0.0845","0.043","0.0395","0.775","0.055"
"01-05-2026 16:00","1767628809","0.0845","0.0435","0.0375","0.775","0.055"
"01-05-2026 17:00","1767632412","0.0845","0.0435","0.04","0.775","0.055"
"01-05-2026 18:00","1767636010","0.0845","0.045","0.04","0.775","0.055"
"01-05-2026 19:00","1767639609","0.0845","0.0455","0.0395","0.775","0.055"
"01-05-2026 20:00","1767643208","0.085","0.0455","0.0405","0.775","0.055"
"01-05-2026 21:00","1767646810","0.171","0.084","0.041","0.62","0.085"
"01-05-2026 22:00","1767650426","0.162","0.0905","0.04","0.63","0.095"
"01-05-2026 23:00","1767654008","0.1805","0.088","0.041","0.55","0.145"
"01-06-2026 00:00","1767657613","0.168","0.0835","0.0385","0.585","0.135"
"01-06-2026 01:00","1767661215","0.168","0.0815","0.038","0.59","0.125"
"01-06-2026 02:00","1767664809","0.184","0.0805","0.0395","0.57","0.125"
"01-06-2026 03:00","1767668409","0.181","0.0845","0.0395","0.565","0.135"
"01-06-2026 04:00","1767672011","0.179","0.107","0.0405","0.55","0.135"
"01-06-2026 05:00","1767675609","0.179","0.123","0.0395","0.515","0.155"
"01-06-2026 06:00","1767679211","0.1805","0.1255","0.0355","0.515","0.145"
"01-06-2026 07:00","1767682813","0.1855","0.129","0.0365","0.505","0.145"
"01-06-2026 08:00","1767686412","0.1755","0.114","0.0385","0.525","0.135"
"01-06-2026 09:00","1767690011","0.175","0.106","0.0385","0.505","0.155"
"01-06-2026 10:00","1767693609","0.1765","0.1175","0.039","0.46","0.155"
"01-06-2026 11:00","1767697214","0.179","0.153","0.0385","0.47","0.155"
"01-06-2026 12:00","1767700810","0.141","0.1225","0.0395","0.565","0.135"
"01-06-2026 13:00","1767704412","0.1215","0.1205","0.0425","0.575","0.115"
"01-06-2026 14:00","1767708009","0.158","0.134","0.041","0.555","0.115"
"01-06-2026 15:00","1767711614","0.1745","0.1295","0.044","0.525","0.12"
"01-06-2026 16:00","1767715209","0.1855","0.1235","0.0385","0.535","0.11"
"01-06-2026 17:00","1767718810","0.177","0.118","0.0455","0.535","0.11"
"01-06-2026 18:00","1767722410","0.175","0.1415","0.0485","0.525","0.12"
"01-06-2026 19:00","1767726009","0.174","0.1475","0.046","0.515","0.125"
"01-06-2026 20:00","1767729610","0.196","0.1365","0.045","0.455","0.115"
"01-06-2026 21:00","1767733209","0.294","0.1385","0.0445","0.415","0.105"
"01-06-2026 22:00","1767736809","0.2635","0.1485","0.0445","0.445","0.11"
"01-06-2026 23:00","1767740412","0.203","0.1355","0.0435","0.475","0.125"
"01-07-2026 00:00","1767744010","0.2085","0.1685","0.0445","0.465","0.115"
"01-07-2026 01:00","1767747609","0.2495","0.17","0.042","0.435","0.105"
"01-07-2026 02:00","1767751210","0.248","0.139","0.0445","0.455","0.1"
"01-07-2026 03:00","1767754810","0.248","0.1415","0.0445","0.435","0.11"
"01-07-2026 04:00","1767758409","0.2385","0.142","0.0445","0.425","0.105"
"01-07-2026 05:00","1767762010","0.2295","0.1515","0.044","0.425","0.105"
"01-07-2026 06:00","1767765614","0.247","0.1745","0.0425","0.415","0.11"
"01-07-2026 07:00","1767769209","0.248","0.153","0.0395","0.415","0.105"
"01-07-2026 08:00","1767772810","0.2435","0.1535","0.0395","0.415","0.105"
"01-07-2026 09:00","1767776410","0.2395","0.1495","0.0425","0.415","0.115"
"01-07-2026 10:00","1767780015","0.24","0.1445","0.043","0.415","0.13"
"01-07-2026 11:00","1767783608","0.2415","0.143","0.0405","0.415","0.135"
"01-07-2026 12:00","1767787215","0.1925","0.151","0.042","0.495","0.125"
"01-07-2026 13:00","1767790809","0.1735","0.1515","0.043","0.495","0.125"
"01-07-2026 14:00","1767794409","0.176","0.1415","0.044","0.525","0.115"
"01-07-2026 15:00","1767798011","0.191","0.1435","0.0445","0.525","0.11"
"01-07-2026 16:00","1767801610","0.1945","0.145","0.044","0.525","0.095"
"01-07-2026 17:00","1767805211","0.211","0.15","0.0445","0.525","0.075"
"01-07-2026 18:00","1767808809","0.181","0.155","0.045","0.515","0.065"
"01-07-2026 19:00","1767812411","0.192","0.1585","0.0465","0.51","0.08"
"01-07-2026 20:00","1767816010","0.209","0.168","0.049","0.47","0.075"
"01-07-2026 21:00","1767819616","0.203","0.126","0.0465","0.51","0.08"
"01-07-2026 22:00","1767823214","0.2475","0.1265","0.0445","0.47","0.085"
"01-07-2026 23:00","1767826810","0.248","0.131","0.045","0.445","0.085"
"01-08-2026 00:00","1767830426","0.2615","0.1305","0.0445","0.465","0.08"
"01-08-2026 01:00","1767834022","0.264","0.1305","0.0445","0.475","0.085"
"01-08-2026 02:00","1767837609","0.258","0.131","0.0435","0.465","0.085"
"01-08-2026 03:00","1767841210","0.257","0.131","0.0435","0.475","0.095"
"01-08-2026 04:00","1767844809","0.254","0.131","0.0435","0.475","0.095"
"01-08-2026 05:00","1767848409","0.2585","0.1305","0.0435","0.475","0.095"
"01-08-2026 06:00","1767852010","0.2595","0.13","0.0445","0.475","0.085"
"01-08-2026 07:00","1767855609","0.2595","0.1305","0.0425","0.475","0.085"
"01-08-2026 08:00","1767859220","0.274","0.1305","0.0425","0.475","0.085"
"01-08-2026 09:00","1767862810","0.272","0.126","0.0425","0.46","0.085"
"01-08-2026 10:00","1767866412","0.277","0.127","0.042","0.465","0.085"
"01-08-2026 11:00","1767870010","0.3005","0.128","0.042","0.45","0.085"
"01-08-2026 12:00","1767873614","0.288","0.13","0.043","0.45","0.085"
"01-08-2026 13:00","1767877209","0.2835","0.1415","0.043","0.46","0.085"
"01-08-2026 14:00","1767880813","0.282","0.129","0.043","0.455","0.095"
"01-08-2026 15:00","1767884410","0.2815","0.1285","0.042","0.46","0.095"
"01-08-2026 16:00","1767888024","0.277","0.136","0.0415","0.455","0.095"
"01-08-2026 17:00","1767891613","0.3035","0.1485","0.0435","0.42","0.095"
"01-08-2026 18:00","1767895210","0.2945","0.1465","0.043","0.395","0.095"
"01-08-2026 19:00","1767898810","0.379","0.128","0.04","0.365","0.085"
"01-08-2026 20:00","1767902410","0.4035","0.1335","0.0355","0.34","0.1"
"01-08-2026 21:00","1767906011","0.313","0.1285","0.0495","0.395","0.09"
"01-08-2026 22:00","1767909611","0.3145","0.1255","0.0475","0.4","0.09"
"01-08-2026 23:00","1767913212","0.31","0.124","0.057","0.425","0.085"
"01-09-2026 00:00","1767916810","0.301","0.116","0.046","0.45","0.085"
"01-09-2026 01:00","1767920410","0.2815","0.121","0.0455","0.445","0.085"
"01-09-2026 02:00","1767924010","0.2925","0.121","0.0455","0.445","0.085"
"01-09-2026 03:00","1767927611","0.2845","0.1215","0.0435","0.445","0.075"
"01-09-2026 04:00","1767931210","0.293","0.12","0.0415","0.455","0.075"
"01-09-2026 05:00","1767934810","0.2965","0.1195","0.0415","0.445","0.075"
"01-09-2026 06:00","1767938411","0.27","0.1195","0.0415","0.44","0.07"
"01-09-2026 07:00","1767942009","0.2805","0.125","0.041","0.435","0.07"
"01-09-2026 08:00","1767945611","0.286","0.1215","0.0415","0.435","0.075"
"01-09-2026 09:00","1767949210","0.288","0.122","0.0415","0.435","0.075"
"01-09-2026 10:00","1767952811","0.284","0.1335","0.0395","0.435","0.075"
"01-09-2026 11:00","1767956410","0.286","0.1315","0.039","0.425","0.075"
"01-09-2026 12:00","1767960024","0.3175","0.138","0.0375","0.425","0.075"
"01-09-2026 13:00","1767963611","0.2995","0.1355","0.0455","0.415","0.075"
"01-09-2026 14:00","1767967210","0.2955","0.138","0.047","0.415","0.085"
"01-09-2026 15:00","1767970810","0.31","0.146","0.048","0.415","0.085"
"01-09-2026 16:00","1767974412","0.311","0.1485","0.0515","0.415","0.085"
"01-09-2026 17:00","1767978012","0.3135","0.141","0.0525","0.415","0.085"
"01-09-2026 18:00","1767981613","0.3365","0.1315","0.0525","0.405","0.085"
"01-09-2026 19:00","1767985212","0.3475","0.134","0.051","0.385","0.085"
"01-09-2026 20:00","1767988814","0.3365","0.1735","0.0495","0.375","0.075"
"01-09-2026 21:00","1767992412","0.328","0.183","0.056","0.365","0.065"
"01-09-2026 22:00","1767996012","0.3195","0.1865","0.055","0.365","0.065"
"01-09-2026 23:00","1767999610","0.3205","0.1995","0.0545","0.36","0.065"
"01-10-2026 00:00","1768003211","0.3285","0.206","0.0345","0.36","0.075"
"01-10-2026 01:00","1768006812","0.3475","0.2","0.043","0.29","0.07"
"01-10-2026 02:00","1768010409","0.344","0.1895","0.0465","0.315","0.07"
"01-10-2026 03:00","1768014010","0.324","0.1925","0.0445","0.32","0.075"
"01-10-2026 04:00","1768017609","0.3265","0.207","0.047","0.355","0.075"
"01-10-2026 05:00","1768021209","0.3205","0.2","0.0465","0.345","0.075"
"01-10-2026 06:00","1768024812","0.321","0.2015","0.0455","0.345","0.085"
"01-10-2026 07:00","1768028410","0.3175","0.2","0.0475","0.345","0.08"
"01-10-2026 08:00","1768032024","0.3115","0.1995","0.0415","0.345","0.08"
"01-10-2026 09:00","1768035612","0.3135","0.1975","0.0415","0.345","0.085"
"01-10-2026 10:00","1768039210","0.307","0.201","0.0435","0.345","0.085"
"01-10-2026 11:00","1768042811","0.3055","0.2015","0.0405","0.36","0.07"
"01-10-2026 12:00","1768046410","0.3065","0.194","0.043","0.395","0.065"
"01-10-2026 13:00","1768050012","0.3025","0.1565","0.0415","0.415","0.075"
"01-10-2026 14:00","1768053614","0.3","0.1465","0.0425","0.435","0.085"
"01-10-2026 15:00","1768057211","0.295","0.1445","0.0435","0.435","0.075"
"01-10-2026 16:00","1768060822","0.293","0.147","0.043","0.43","0.085"
"01-10-2026 17:00","1768064412","0.285","0.1705","0.045","0.415","0.085"
"01-10-2026 18:00","1768068013","0.2845","0.1585","0.0465","0.405","0.085"
"01-10-2026 19:00","1768071610","0.3005","0.1515","0.045","0.42","0.075"
"01-10-2026 20:00","1768075210","0.3025","0.151","0.0445","0.425","0.085"
"01-10-2026 21:00","1768078815","0.308","0.2155","0.045","0.34","0.085"
"01-10-2026 22:00","1768082411","0.3075","0.2395","0.0445","0.32","0.085"
"01-10-2026 23:00","1768086013","0.316","0.2215","0.047","0.27","0.085"
"01-11-2026 00:00","1768089611","0.323","0.232","0.0435","0.275","0.085"
"01-11-2026 01:00","1768093211","0.345","0.2475","0.046","0.265","0.085"
"01-11-2026 02:00","1768096824","0.352","0.2305","0.0455","0.265","0.08"
"01-11-2026 03:00","1768100411","0.371","0.2305","0.047","0.275","0.075"
"01-11-2026 04:00","1768104012","0.3745","0.2325","0.0445","0.275","0.075"
"01-11-2026 05:00","1768107609","0.371","0.2195","0.0445","0.285","0.075"
"01-11-2026 06:00","1768111211","0.3705","0.211","0.0455","0.28","0.075"
"01-11-2026 07:00","1768114811","0.3785","0.214","0.0465","0.275","0.075"
"01-11-2026 08:00","1768118410","0.3795","0.2185","0.0435","0.265","0.075"
"01-11-2026 09:00","1768122009","0.3495","0.2305","0.0475","0.265","0.075"
"01-11-2026 10:00","1768125609","0.3505","0.2315","0.049","0.25","0.075"
"01-11-2026 11:00","1768129212","0.3595","0.2315","0.0465","0.255","0.075"
"01-11-2026 12:00","1768132810","0.3595","0.231","0.0515","0.255","0.075"
"01-11-2026 13:00","1768136411","0.3835","0.2305","0.0525","0.255","0.075"
"01-11-2026 14:00","1768140009","0.387","0.237","0.047","0.245","0.075"
"01-11-2026 15:00","1768143612","0.3775","0.2385","0.0465","0.225","0.075"
"01-11-2026 16:00","1768147209","0.375","0.244","0.0485","0.225","0.085"
"01-11-2026 17:00","1768150812","0.377","0.243","0.0525","0.185","0.075"
"01-11-2026 18:00","1768154411","0.42","0.2685","0.0475","0.185","0.075"
"01-11-2026 19:00","1768158011","0.3925","0.293","0.0515","0.185","0.075"
"01-11-2026 20:00","1768161610","0.363","0.3325","0.052","0.185","0.075"
"01-11-2026 21:00","1768165229","0.3555","0.327","0.052","0.175","0.075"
"01-11-2026 22:00","1768168812","0.356","0.3165","0.0515","0.175","0.075"
"01-11-2026 23:00","1768172411","0.3415","0.337","0.0545","0.195","0.075"
"01-12-2026 00:00","1768176012","0.3585","0.3175","0.057","0.2","0.075"
"01-12-2026 01:00","1768179610","0.3655","0.308","0.0495","0.205","0.065"
"01-12-2026 02:00","1768183221","0.3705","0.303","0.0475","0.18","0.07"
"01-12-2026 03:00","1768186826","0.372","0.327","0.0485","0.185","0.075"
"01-12-2026 04:00","1768190410","0.3915","0.329","0.0495","0.175","0.065"
"01-12-2026 05:00","1768194010","0.3915","0.329","0.0495","0.175","0.065"
"01-12-2026 06:00","1768197610","0.3945","0.3265","0.05","0.185","0.055"
"01-12-2026 07:00","1768201211","0.3825","0.3235","0.0495","0.185","0.065"
"01-12-2026 08:00","1768204812","0.383","0.323","0.048","0.185","0.065"
"01-12-2026 09:00","1768208410","0.3865","0.3145","0.0475","0.175","0.065"
"01-12-2026 10:00","1768212009","0.413","0.277","0.0515","0.165","0.065"
"01-12-2026 11:00","1768215621","0.4225","0.2805","0.0465","0.165","0.065"
"01-12-2026 12:00","1768219216","0.4255","0.286","0.051","0.175","0.075"
"01-12-2026 13:00","1768222811","0.416","0.2875","0.055","0.175","0.075"
"01-12-2026 14:00","1768226410","0.3955","0.285","0.0525","0.19","0.075"
"01-12-2026 15:00","1768230011","0.415","0.2765","0.0485","0.195","0.075"
"01-12-2026 16:00","1768233609","0.4125","0.2725","0.0465","0.18","0.09"
"01-12-2026 17:00","1768237210","0.423","0.2705","0.049","0.18","0.085"
"01-12-2026 18:00","1768240837","0.4385","0.2725","0.0475","0.165","0.075"
"01-12-2026 19:00","1768244411","0.453","0.2","0.0475","0.195","0.075"
"01-12-2026 20:00","1768248012","0.436","0.167","0.053","0.26","0.095"
"01-12-2026 21:00","1768251612","0.451","0.226","0.0575","0.195","0.075"
"01-12-2026 22:00","1768255239","0.4605","0.2125","0.0555","0.205","0.075"
"01-12-2026 23:00","1768258815","0.445","0.217","0.065","0.195","0.075"
"01-13-2026 00:00","1768262412","0.435","0.2125","0.061","0.18","0.065"
"01-13-2026 02:00","1768269610","0.4645","0.207","0.062","0.19","0.065"
"01-13-2026 03:00","1768273213","0.486","0.213","0.062","0.185","0.065"
"01-13-2026 04:00","1768276811","0.4865","0.216","0.059","0.175","0.065"
"01-13-2026 05:00","1768280411","0.4715","0.2475","0.0585","0.17","0.065"
"01-13-2026 06:00","1768284012","0.459","0.2585","0.0585","0.175","0.055"
"01-13-2026 07:00","1768287615","0.442","0.266","0.058","0.165","0.055"
"01-13-2026 08:00","1768291223","0.4445","0.233","0.0575","0.165","0.065"
"01-13-2026 09:00","1768294813","0.442","0.2515","0.0565","0.155","0.065"
"01-13-2026 10:00","1768298411","0.477","0.247","0.0545","0.165","0.065"
"01-13-2026 11:00","1768302011","0.481","0.2455","0.054","0.165","0.065"
"01-13-2026 12:00","1768305614","0.4995","0.2235","0.0545","0.165","0.065"
"01-13-2026 13:00","1768309255","","","","","0.055"
"01-13-2026 14:00","1768312826","0.543","0.196","0.0515","0.155","0.055"
"01-13-2026 15:00","1768316412","0.517","0.218","0.056","0.165","0.055"
"01-13-2026 16:00","1768320012","0.5195","0.2145","0.0575","0.165","0.055"
"01-13-2026 17:00","1768323612","0.5655","0.2015","0.055","0.155","0.035"
"01-13-2026 18:00","1768327212","0.562","0.2215","0.0515","0.145","0.025"
"01-13-2026 19:00","1768330842","","","","","0.0475"
"01-13-2026 20:00","1768334411","0.587","0.2015","0.052","0.125","0.037"
"01-13-2026 21:00","1768338012","0.635","0.1605","0.063","0.105","0.0295"
"01-13-2026 22:00","1768341611","0.623","0.224","0.0515","0.075","0.026"
"01-13-2026 23:00","1768345212","0.661","0.1975","0.0525","0.065","0.031"
"01-14-2026 00:00","1768348811","0.6675","0.1855","0.051","0.075","0.027"
"01-14-2026 01:00","1768352411","0.6695","0.184","0.0515","0.065","0.026"
"01-14-2026 02:00","1768356013","0.6675","0.183","0.0515","0.075","0.028"
"01-14-2026 03:00","1768359612","0.6705","0.1845","0.052","0.07","0.0285"
"01-14-2026 04:00","1768363212","0.6685","0.1805","0.0495","0.065","0.033"
"01-14-2026 05:00","1768366812","0.673","0.1845","0.0495","0.065","0.0325"
"01-14-2026 06:00","1768370411","0.664","0.181","0.0505","0.07","0.0325"
"01-14-2026 07:00","1768374012","0.6645","0.1785","0.0505","0.08","0.0325"
"01-14-2026 08:00","1768377626","0.664","0.179","0.05","0.075","0.031"
"01-14-2026 09:00","1768381211","0.6655","0.186","0.0485","0.075","0.0305"
"01-14-2026 10:00","1768384810","0.665","0.2005","0.0465","0.065","0.0275"
"01-14-2026 11:00","1768388410","0.685","0.1905","0.0475","0.06","0.019"
"01-14-2026 12:00","1768392012","0.6865","0.205","0.0465","0.045","0.015"
"01-14-2026 13:00","1768395612","0.685","0.209","0.0445","0.045","0.0175"
"01-14-2026 14:00","1768399210","0.6875","0.193","0.045","0.045","0.018"
"01-14-2026 15:00","1768402814","0.6845","0.1975","0.056","0.045","0.021"
"01-14-2026 16:00","1768406425","0.6735","0.196","0.057","0.045","0.0225"
"01-14-2026 17:00","1768410014","0.6505","0.1975","0.056","0.075","0.021"
"01-14-2026 18:00","1768413612","0.578","0.2075","0.0565","0.12","0.0175"
"01-14-2026 19:00","1768417212","0.559","0.178","0.057","0.145","0.0225"
"01-14-2026 20:00","1768420812","0.5925","0.1975","0.0565","0.115","0.023"
"01-14-2026 21:00","1768424414","0.62","0.191","0.0525","0.105","0.024"
"01-14-2026 22:00","1768428012","0.626","0.186","0.0505","0.105","0.0235"
"01-14-2026 23:00","1768431612","0.616","0.2025","0.0535","0.09","0.0235"
"01-15-2026 00:00","1768435212","0.6315","0.2085","0.0545","0.085","0.022"
"01-15-2026 01:00","1768438810","0.651","0.1865","0.054","0.085","0.021"
"01-15-2026 02:00","1768442411","0.668","0.183","0.0545","0.075","0.0225"
"01-15-2026 03:00","1768446013","0.6665","0.1875","0.0515","0.075","0.0195"
"01-15-2026 04:00","1768449612","0.6695","0.1875","0.0505","0.075","0.0195"
"01-15-2026 05:00","1768453211","0.6615","0.1875","0.0535","0.075","0.0205"
"01-15-2026 06:00","1768456811","0.6705","0.1875","0.054","0.075","0.0185"
"01-15-2026 07:00","1768460411","0.6645","0.1915","0.0525","0.08","0.0165"
"01-15-2026 08:00","1768464011","0.6765","0.1805","0.0525","0.075","0.015"
"01-15-2026 09:00","1768467613","0.6715","0.1795","0.0535","0.08","0.0145"
"01-15-2026 10:00","1768471212","0.6715","0.1835","0.0535","0.085","0.013"
"01-15-2026 11:00","1768474811","0.6525","0.1985","0.0575","0.075","0.016"
"01-15-2026 12:00","1768478412","0.6555","0.1985","0.0575","0.075","0.015"
"01-15-2026 13:00","1768482013","0.6745","0.1655","0.0545","0.075","0.0205"
"01-15-2026 14:00","1768485611","0.7005","0.1495","0.0615","0.075","0.021"
"01-15-2026 15:00","1768489212","0.688","0.1455","0.0595","0.085","0.02"
"01-15-2026 16:00","1768492811","0.7115","0.1405","0.0535","0.085","0.0165"
"01-15-2026 17:00","1768496414","0.7175","0.132","0.0555","0.08","0.0175"
"01-15-2026 18:00","1768500015","0.729","0.1295","0.0535","0.07","0.0145"
"01-15-2026 19:00","1768503614","0.7415","0.1255","0.0545","0.065","0.0135"
"01-15-2026 20:00","1768507214","0.7495","0.121","0.052","0.065","0.0145"
"01-15-2026 21:00","1768510814","0.739","0.1035","0.0555","0.065","0.0135"
"01-15-2026 22:00","1768514412","0.7655","0.1205","0.0515","0.055","0.0125"
"01-15-2026 23:00","1768518013","0.761","0.1245","0.0515","0.055","0.015"
"01-16-2026 00:00","1768521614","0.751","0.117","0.0455","0.065","0.011"
"01-16-2026 01:00","1768525214","0.7395","0.126","0.0485","0.065","0.0125"
"01-16-2026 02:00","1768528813","0.736","0.1265","0.0465","0.065","0.0155"
"01-16-2026 03:00","1768532414","0.7385","0.128","0.0475","0.065","0.0145"
"01-16-2026 04:00","1768536013","0.743","0.129","0.0475","0.055","0.0145"
"01-16-2026 05:00","1768539612","0.7475","0.131","0.0465","0.055","0.0145"
"01-16-2026 06:00","1768543212","0.737","0.1295","0.045","0.055","0.0145"
"01-16-2026 07:00","1768546812","0.742","0.129","0.0485","0.055","0.013"
"01-16-2026 08:00","1768550412","0.7485","0.131","0.0495","0.055","0.0135"
"01-16-2026 09:00","1768554012","0.748","0.1335","0.0475","0.0305","0.011"
"01-16-2026 10:00","1768557611","0.7465","0.135","0.0495","0.032","0.014"
"01-16-2026 11:00","1768561211","0.739","0.133","0.054","0.0335","0.0145"
"01-16-2026 12:00","1768564813","0.7385","0.147","0.056","0.0345","0.014"
"01-16-2026 13:00","1768568412","0.75","0.1495","0.051","0.0335","0.0135"
"01-16-2026 14:00","1768572012","0.757","0.154","0.054","0.026","0.0085"
"01-16-2026 15:00","1768575612","0.758","0.153","0.055","0.0245","0.008"
"01-16-2026 16:00","1768579211","0.767","0.1495","0.049","0.028","0.0115"
"01-16-2026 17:00","1768582813","0.7655","0.1335","0.053","0.038","0.013"
"01-16-2026 18:00","1768586413","0.766","0.142","0.056","0.032","0.008"
"01-16-2026 19:00","1768590012","0.7665","0.136","0.0545","0.0335","0.0125"
"01-16-2026 20:00","1768593611","0.7605","0.14","0.052","0.0365","0.015"
"01-16-2026 21:00","1768597214","0.768","0.1495","0.0525","0.0215","0.0095"
"01-16-2026 22:00","1768600814","0.7485","0.1665","0.0505","0.0245","0.0125"
"01-16-2026 23:00","1768604412","0.76","0.157","0.0515","0.021","0.014"
"01-17-2026 00:00","1768608013","0.753","0.1585","0.0525","0.023","0.0145"
"01-17-2026 01:00","1768611613","0.7655","0.1455","0.062","0.0185","0.012"
"01-17-2026 02:00","1768615212","0.7585","0.1615","0.0565","0.0125","0.0105"
"01-17-2026 03:00","1768618814","0.751","0.167","0.0565","0.0145","0.0115"
"01-17-2026 04:00","1768622411","0.752","0.1675","0.0575","0.013","0.014"
"01-17-2026 05:00","1768626012","0.7535","0.166","0.0575","0.012","0.0145"
"01-17-2026 06:00","1768629612","0.754","0.1645","0.0565","0.015","0.0135"
"01-17-2026 07:00","1768633213","0.7535","0.165","0.057","0.014","0.013"
"01-17-2026 08:00","1768636812","0.7585","0.163","0.0555","0.0145","0.0095"
"01-17-2026 09:00","1768640412","0.756","0.1625","0.054","0.017","0.012"
"01-17-2026 10:00","1768644025","0.7535","0.164","0.053","0.0185","0.0155"
"01-17-2026 11:00","1768647612","0.7575","0.165","0.051","0.016","0.0115"
"01-17-2026 12:00","1768651213","0.756","0.164","0.0525","0.017","0.014"
"01-17-2026 13:00","1768654813","0.7545","0.163","0.0515","0.0155","0.0135"
"01-17-2026 14:00","1768658416","0.7505","0.163","0.0585","0.0165","0.014"
"01-17-2026 15:00","1768662014","0.7505","0.1625","0.052","0.0215","0.013"
"01-17-2026 16:00","1768665611","0.751","0.1615","0.0595","0.0175","0.0115"
"01-17-2026 16:58","1768669090","0.752","0.152","0.0605","0.021","0.013"
