"Date (UTC)","Timestamp (UTC)","Luís Marques Mendes (PSD)","António José Seguro (IND)","Henrique Gouveia e Melo (IND)","João Cotrim Figueiredo (IL)","André Ventura (CH)","Rui Moreira (IND)","Paulo Portas (CDS)","Catarina Martins (BE)","Tim Vieira (IND)","Joana Amaral Dias (ADN)","André Pestana (IND)","Orlando Cruz (IND)","Aristides Teixeira (IND)","Manuela Magno (IND)","Pedro Tinoco de Faria (IND)","Vitorino Silva (IND)","Ângela Maryah (IND)","António Filipe (PCP)","Raul Perestrello (IND)","José Cardoso (PLS)","Pedro Passos Coelho (PSD)","Jorge Pinto"
"10-21-2025 13:00","1761051605","0.215","0.165","0.525","0.011","0.084","0.0025","0.0015","0.0015","0.002","0.0015","0.0015","0.0025","0.003","0.0015","0.002","0.0035","0.0015","0.002","0.0015","0.0015","0.003",""
"10-21-2025 14:00","1761055204","0.215","0.165","0.51","0.0105","0.088","0.0025","0.0015","0.0015","0.0015","0.0015","0.0015","0.0025","0.002","0.0015","0.002","0.0015","0.0015","0.002","0.0015","0.0015","0.003",""
"10-21-2025 15:00","1761058803","0.205","0.17","0.515","0.0105","0.0895","0.0025","0.0015","0.0015","0.0015","0.0015","0.0015","0.0025","0.002","0.0015","0.002","0.0015","0.0015","0.002","0.0015","0.0015","0.003",""
"10-21-2025 16:00","1761062403","0.205","0.17","0.515","0.0105","0.085","0.0025","0.0015","0.0015","0.0015","0.0015","0.0015","0.0025","0.002","0.0015","0.002","0.0015","0.0015","0.002","0.0015","0.0015","0.003",""
"10-21-2025 17:00","1761066004","0.205","0.17","0.515","0.0085","0.0885","0.0025","0.0015","0.0015","0.0015","0.0015","0.0015","0.0025","0.002","0.0015","0.002","0.0015","0.0015","0.002","0.0015","0.0015","0.003",""
"10-21-2025 18:00","1761069605","0.205","0.17","0.515","0.0085","0.0885","0.0025","0.0015","0.0015","0.0015","0.0015","0.0015","0.0025","0.002","0.0015","0.002","0.0015","0.0015","0.002","0.0015","0.0015","0.003",""
"10-21-2025 19:00","1761073203","0.205","0.17","0.515","0.0115","0.088","0.0025","0.0015","0.0015","0.0015","0.0015","0.0015","0.0025","0.002","0.0015","0.002","0.0025","0.0015","0.002","0.0015","0.0015","0.003",""
"10-21-2025 20:00","1761076803","0.205","0.17","0.515","0.012","0.093","0.0025","0.0015","0.0015","0.0015","0.0015","0.0015","0.0025","0.002","0.0015","0.002","0.0025","0.0015","0.002","0.0015","0.0015","0.003",""
"10-21-2025 21:00","1761080405","0.205","0.17","0.51","0.012","0.093","0.0025","0.0015","0.0015","0.0015","0.0015","0.0015","0.0025","0.002","0.0015","0.002","0.0025","0.0015","0.002","0.0015","0.0015","0.003",""
"10-21-2025 22:00","1761084003","0.205","0.17","0.51","0.011","0.093","0.0025","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.002","0.0015","0.002","0.0025","0.0015","0.002","0.0015","0.0015","0.003",""
"10-21-2025 23:00","1761087603","0.205","0.17","0.51","0.011","0.093","0.0025","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.002","0.0015","0.002","0.0025","0.0015","0.002","0.0015","0.0015","0.003",""
"10-22-2025 00:00","1761091203","0.205","0.17","0.51","0.011","0.093","0.0025","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.002","0.0015","0.002","0.0025","0.0015","0.002","0.0015","0.0015","0.003",""
"10-22-2025 01:00","1761094804","0.205","0.175","0.51","0.011","0.093","0.0025","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.002","0.0015","0.002","0.0025","0.0015","0.002","0.0015","0.0015","0.003",""
"10-22-2025 02:00","1761098403","0.205","0.175","0.51","0.0115","0.093","0.0025","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.002","0.0015","0.002","0.0025","0.0015","0.002","0.0015","0.0015","0.003",""
"10-22-2025 03:00","1761102003","0.205","0.175","0.52","0.011","0.093","0.0025","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.002","0.0015","0.002","0.0025","0.0015","0.002","0.0015","0.0015","0.003",""
"10-22-2025 04:00","1761105603","0.205","0.175","0.52","0.011","0.093","0.0025","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.002","0.0015","0.002","0.0025","0.0015","0.002","0.0015","0.0015","0.003",""
"10-22-2025 05:00","1761109203","0.205","0.175","0.52","0.011","0.093","0.0025","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.002","0.0015","0.002","0.0025","0.0015","0.002","0.0015","0.0015","0.003",""
"10-22-2025 06:00","1761112803","0.205","0.175","0.52","0.0105","0.093","0.0025","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.002","0.0015","0.002","0.0025","0.0015","0.002","0.0015","0.0015","0.003",""
"10-22-2025 07:00","1761116403","0.205","0.175","0.52","0.0105","0.093","0.0025","0.0015","0.0015","0.0015","0.0015","0.0015","0.002","0.002","0.0015","0.002","0.0025","0.0015","0.002","0.0015","0.0015","0.003",""
"10-22-2025 08:00","1761120003","0.205","0.175","0.52","0.01","0.091","0.0025","0.0015","0.0015","0.0015","0.0015","0.0015","0.002","0.002","0.0015","0.002","0.0025","0.0015","0.002","0.0015","0.0015","0.003",""
"10-22-2025 09:00","1761123603","0.205","0.175","0.52","0.0085","0.091","0.0025","0.0015","0.0015","0.0015","0.0015","0.0015","0.002","0.002","0.0015","0.002","0.0025","0.0015","0.002","0.0015","0.0015","0.003",""
"10-22-2025 10:00","1761127203","0.205","0.175","0.52","0.0105","0.09","0.0025","0.0015","0.0015","0.0015","0.0015","0.0015","0.002","0.002","0.0015","0.002","0.0025","0.0015","0.002","0.0015","0.0015","0.003",""
"10-22-2025 11:00","1761130803","0.205","0.175","0.52","0.01","0.09","0.0025","0.0015","0.0015","0.0015","0.0015","0.0015","0.002","0.002","0.0015","0.002","0.0025","0.0015","0.002","0.0015","0.0015","0.003",""
"10-22-2025 12:00","1761134404","0.205","0.175","0.52","0.01","0.09","0.0025","0.0015","0.0015","0.0015","0.0015","0.0015","0.002","0.002","0.0015","0.002","0.0025","0.0015","0.002","0.0015","0.0015","0.0035",""
"10-22-2025 13:00","1761138004","0.2","0.175","0.52","0.01","0.089","0.0025","0.0015","0.0015","0.0015","0.0015","0.0015","0.002","0.002","0.0015","0.002","0.0025","0.0015","0.002","0.0015","0.0015","0.0035",""
"10-22-2025 14:00","1761141604","0.2","0.175","0.52","0.0095","0.0885","0.0025","0.0015","0.0015","0.0015","0.0015","0.0015","0.002","0.002","0.0015","0.002","0.0025","0.0015","0.002","0.0015","0.0015","0.0035",""
"10-22-2025 15:00","1761145204","0.2","0.175","0.52","0.0095","0.089","0.0025","0.0015","0.0015","0.0015","0.0015","0.0015","0.002","0.002","0.0015","0.002","0.0025","0.0015","0.002","0.0015","0.0015","0.0035",""
"10-22-2025 16:00","1761148804","0.2","0.175","0.52","0.0095","0.089","0.0025","0.0015","0.0015","0.0015","0.0015","0.0015","0.002","0.002","0.0015","0.002","0.0025","0.0015","0.0015","0.0015","0.0015","0.0025",""
"10-22-2025 17:00","1761152404","0.2","0.175","0.52","0.01","0.089","0.0025","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.002","0.0015","0.002","0.0025","0.0015","0.0015","0.0015","0.0015","0.002",""
"10-22-2025 18:00","1761156004","0.2","0.175","0.52","0.01","0.09","0.0025","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.002","0.0015","0.002","0.0025","0.0015","0.0015","0.0015","0.0015","0.002",""
"10-22-2025 19:00","1761159604","0.2","0.135","0.52","0.01","0.09","0.0025","0.0015","0.0015","0.0015","0.0015","0.0015","0.002","0.002","0.0015","0.002","0.0025","0.0015","0.0015","0.0015","0.0015","0.002",""
"10-22-2025 20:00","1761163204","0.2","0.155","0.52","0.01","0.1045","0.0025","0.0015","0.0015","0.0015","0.0015","0.0015","0.002","0.002","0.0015","0.002","0.0025","0.0015","0.0015","0.0015","0.0015","0.002",""
"10-22-2025 21:00","1761166803","0.2","0.155","0.52","0.01","0.1035","0.0025","0.0015","0.0015","0.0015","0.0015","0.0015","0.002","0.002","0.0015","0.002","0.0025","0.0015","0.0015","0.0015","0.0015","0.002",""
"10-22-2025 22:00","1761170404","0.2","0.155","0.52","0.012","0.1035","0.0025","0.0015","0.0015","0.0015","0.0015","0.0015","0.002","0.002","0.0015","0.002","0.0025","0.0015","0.0015","0.0015","0.0015","0.002",""
"10-22-2025 23:00","1761174003","0.205","0.155","0.52","0.012","0.103","0.0025","0.0015","0.0015","0.0015","0.0015","0.0015","0.002","0.002","0.0015","0.002","0.0025","0.0015","0.0015","0.0015","0.0015","0.002",""
"10-23-2025 00:00","1761177605","0.205","0.155","0.52","0.0105","0.1085","0.0025","0.0015","0.0015","0.0015","0.0015","0.0015","0.002","0.002","0.0015","0.002","0.0025","0.0015","0.0015","0.0015","0.0015","0.002",""
"10-23-2025 01:00","1761181204","0.205","0.15","0.52","0.011","0.107","0.0025","0.0015","0.0015","0.0015","0.0015","0.0015","0.002","0.002","0.0015","0.002","0.0025","0.0015","0.0015","0.0015","0.0015","0.002",""
"10-23-2025 02:00","1761184804","0.205","0.155","0.52","0.012","0.109","0.0025","0.0015","0.0015","0.0015","0.0015","0.0015","0.002","0.002","0.0015","0.002","0.0025","0.0015","0.0015","0.0015","0.0015","0.002",""
"10-23-2025 03:00","1761188404","0.205","0.155","0.515","0.0105","0.1085","0.0025","0.0015","0.0015","0.0015","0.0015","0.0015","0.002","0.002","0.0015","0.002","0.0015","0.0015","0.0015","0.0015","0.0015","0.002",""
"10-23-2025 04:00","1761192004","0.205","0.155","0.515","0.0125","0.11","0.0025","0.0015","0.0015","0.0015","0.0015","0.0015","0.002","0.002","0.0015","0.002","0.0015","0.0015","0.0015","0.0015","0.0015","0.002",""
"10-23-2025 05:00","1761195603","0.205","0.155","0.515","0.012","0.1085","0.0025","0.0015","0.0015","0.0015","0.0015","0.0015","0.002","0.002","0.0015","0.002","0.0015","0.0015","0.0015","0.0015","0.0015","0.002",""
"10-23-2025 06:00","1761199205","0.205","0.145","0.51","0.012","0.103","0.0025","0.0015","0.0015","0.0015","0.0015","0.0015","0.002","0.002","0.0015","0.002","0.0015","0.0015","0.0015","0.0015","0.0015","0.002",""
"10-23-2025 07:00","1761202803","0.205","0.135","0.51","0.012","0.1035","0.0025","0.0015","0.0015","0.0015","0.0015","0.0015","0.002","0.002","0.0015","0.002","0.0015","0.0015","0.0015","0.0015","0.0015","0.002",""
"10-23-2025 08:00","1761206403","0.205","0.14","0.51","0.012","0.1095","0.0025","0.0015","0.0015","0.0015","0.0015","0.0015","0.002","0.002","0.0015","0.002","0.0015","0.0015","0.0015","0.0015","0.0015","0.002",""
"10-23-2025 09:00","1761210004","0.205","0.155","0.51","0.012","0.1085","0.0025","0.0015","0.0015","0.0015","0.0015","0.0015","0.002","0.002","0.0015","0.002","0.0015","0.0015","0.0015","0.0015","0.0015","0.002",""
"10-23-2025 10:00","1761213604","0.205","0.155","0.51","0.0115","0.1075","0.0025","0.0015","0.0015","0.0015","0.0015","0.0015","0.002","0.002","0.0015","0.002","0.0015","0.0015","0.0015","0.0015","0.0015","0.002",""
"10-23-2025 11:00","1761217204","0.205","0.155","0.51","0.011","0.108","0.0025","0.0015","0.0015","0.0015","0.0015","0.0015","0.002","0.002","0.0015","0.002","0.0015","0.0015","0.0015","0.0015","0.0015","0.002",""
"10-23-2025 12:00","1761220804","0.205","0.15","0.51","0.011","0.107","0.0025","0.0015","0.0015","0.0015","0.0015","0.0015","0.002","0.002","0.0015","0.002","0.0015","0.0015","0.0015","0.0015","0.0015","0.002",""
"10-23-2025 13:00","1761224404","0.205","0.145","0.51","0.011","0.107","0.0025","0.0015","0.0015","0.0015","0.0015","0.0015","0.002","0.002","0.0015","0.002","0.0015","0.0015","0.0015","0.0015","0.0015","0.002",""
"10-23-2025 14:00","1761228033","0.205","0.145","0.51","0.0115","0.1075","0.0025","0.0015","0.0015","0.0015","0.0015","0.0015","0.002","0.002","0.0015","0.002","0.0015","0.0015","0.0015","0.0015","0.0015","0.002",""
"10-23-2025 15:00","1761231603","0.205","0.14","0.51","0.0115","0.1075","0.0025","0.0015","0.0015","0.0015","0.0015","0.0015","0.002","0.002","0.0015","0.002","0.0015","0.0015","0.0015","0.0015","0.0015","0.002",""
"10-23-2025 16:00","1761235204","0.205","0.14","0.51","0.011","0.107","0.0025","0.0015","0.0015","0.0015","0.0015","0.0015","0.002","0.002","0.0015","0.002","0.0015","0.0015","0.0015","0.0015","0.0015","0.002",""
"10-23-2025 17:00","1761238804","0.205","0.145","0.51","0.011","0.106","0.0025","0.0015","0.0015","0.0015","0.0015","0.0015","0.002","0.002","0.0015","0.002","0.0015","0.0015","0.0015","0.0015","0.0015","0.002",""
"10-23-2025 18:00","1761242404","0.205","0.145","0.51","0.011","0.115","0.0025","0.0015","0.0015","0.0015","0.0015","0.0015","0.002","0.002","0.0015","0.002","0.0015","0.0015","0.0015","0.0015","0.0015","0.002",""
"10-23-2025 19:00","1761246004","0.205","0.145","0.51","0.0115","0.1075","0.0025","0.0015","0.0015","0.0015","0.0015","0.0015","0.002","0.002","0.0015","0.002","0.0015","0.0015","0.0015","0.0015","0.0015","0.002",""
"10-23-2025 20:00","1761249604","0.205","0.145","0.51","0.015","0.107","0.0025","0.0015","0.0015","0.0015","0.0015","0.0015","0.002","0.002","0.0015","0.002","0.0015","0.0015","0.0015","0.0015","0.0015","0.002",""
"10-23-2025 21:00","1761253204","0.205","0.145","0.51","0.011","0.1075","0.0025","0.0015","0.0015","0.0015","0.0015","0.0015","0.002","0.002","0.0015","0.002","0.0015","0.0015","0.0015","0.0015","0.0015","0.002",""
"10-23-2025 22:00","1761256804","0.205","0.145","0.51","0.011","0.1075","0.0025","0.0015","0.0015","0.0015","0.0015","0.0015","0.002","0.002","0.0015","0.002","0.0015","0.0015","0.0015","0.0015","0.0015","0.002",""
"10-23-2025 23:00","1761260404","0.205","0.145","0.51","0.011","0.1075","0.0025","0.005","0.0015","0.0015","0.0015","0.0015","0.002","0.002","0.0015","0.002","0.0015","0.0015","0.0015","0.0015","0.0015","0.002",""
"10-24-2025 00:00","1761264004","0.205","0.145","0.51","0.0105","0.1075","0.0025","0.005","0.0015","0.0015","0.0015","0.0015","0.002","0.002","0.0015","0.002","0.0015","0.0015","0.0015","0.0015","0.0015","0.002",""
"10-24-2025 01:00","1761267604","0.205","0.145","0.51","0.011","0.107","0.0025","0.005","0.0015","0.0015","0.0015","0.0015","0.002","0.002","0.0015","0.002","0.0015","0.0015","0.0015","0.0015","0.0015","0.002",""
"10-24-2025 02:00","1761271204","0.205","0.145","0.51","0.011","0.107","0.0025","0.005","0.0015","0.0015","0.0015","0.0015","0.002","0.002","0.0015","0.002","0.0015","0.0015","0.0015","0.0015","0.0015","0.002",""
"10-24-2025 03:00","1761274804","0.205","0.145","0.51","0.011","0.1075","0.0025","0.005","0.0015","0.0015","0.0015","0.0015","0.002","0.002","0.0015","0.002","0.0015","0.0015","0.0015","0.0015","0.0015","0.002",""
"10-24-2025 04:00","1761278404","0.205","0.145","0.51","0.011","0.1075","0.0025","0.005","0.0015","0.0015","0.0015","0.0015","0.002","0.002","0.0015","0.002","0.0015","0.0015","0.0015","0.0015","0.0015","0.002",""
"10-24-2025 05:00","1761282004","0.205","0.145","0.51","0.0105","0.107","0.0025","0.005","0.0015","0.0015","0.0015","0.0015","0.002","0.002","0.0015","0.002","0.0015","0.0015","0.0015","0.0015","0.0015","0.002",""
"10-24-2025 06:00","1761285604","0.205","0.145","0.51","0.011","0.1075","0.0025","0.005","0.0015","0.0015","0.0015","0.0015","0.002","0.002","0.0015","0.002","0.0015","0.0015","0.0015","0.0015","0.0015","0.002",""
"10-24-2025 07:00","1761289204","0.205","0.145","0.51","0.011","0.107","0.0025","0.005","0.0015","0.0015","0.0015","0.0015","0.002","0.002","0.0015","0.002","0.0015","0.0015","0.0015","0.0015","0.0015","0.002",""
"10-24-2025 08:00","1761292804","0.205","0.145","0.51","0.011","0.107","0.0025","0.005","0.0015","0.0015","0.0015","0.0015","0.002","0.002","0.0015","0.002","0.0015","0.0015","0.0015","0.0015","0.0015","0.002",""
"10-24-2025 09:00","1761296404","0.205","0.145","0.51","0.011","0.101","0.0025","0.005","0.0015","0.0015","0.0015","0.0015","0.002","0.002","0.0015","0.002","0.0015","0.0015","0.0015","0.0015","0.0015","0.002",""
"10-24-2025 10:00","1761300004","0.205","0.145","0.51","0.011","0.101","0.0025","0.005","0.0015","0.0015","0.0015","0.0015","0.002","0.002","0.0015","0.002","0.0015","0.0015","0.0015","0.0015","0.0015","0.002",""
"10-24-2025 11:00","1761303604","0.205","0.145","0.51","0.011","0.101","0.0025","0.0055","0.0015","0.0015","0.0015","0.0015","0.002","0.002","0.0015","0.002","0.0015","0.0015","0.0015","0.0015","0.0015","0.002",""
"10-24-2025 12:00","1761307204","0.205","0.145","0.51","0.011","0.101","0.0025","0.005","0.0015","0.0015","0.0015","0.0015","0.002","0.002","0.0015","0.002","0.0015","0.0015","0.0015","0.0015","0.0015","0.002",""
"10-24-2025 13:00","1761310804","0.205","0.145","0.51","0.011","0.101","0.0025","0.0055","0.0015","0.0015","0.0015","0.0015","0.002","0.002","0.0015","0.002","0.0015","0.0015","0.0015","0.0015","0.0015","0.002",""
"10-24-2025 14:00","1761314405","0.205","0.145","0.51","0.011","0.101","0.0025","0.0055","0.0015","0.0015","0.0015","0.0015","0.002","0.002","0.0015","0.002","0.0015","0.0015","0.0015","0.0015","0.0015","0.002",""
"10-24-2025 15:00","1761318004","0.205","0.145","0.51","0.011","0.101","0.0025","0.0055","0.0015","0.0015","0.0015","0.0015","0.002","0.002","0.0015","0.002","0.0015","0.0015","0.0015","0.0015","0.0015","0.002",""
"10-24-2025 16:00","1761321604","0.205","0.145","0.51","0.011","0.101","0.0025","0.005","0.0015","0.0015","0.0015","0.0015","0.002","0.002","0.0015","0.002","0.0015","0.0015","0.0015","0.0015","0.0015","0.002",""
"10-24-2025 17:00","1761325204","0.205","0.145","0.51","0.011","0.101","0.0025","0.0055","0.0015","0.0015","0.0015","0.0015","0.002","0.002","0.0015","0.002","0.0015","0.0015","0.0015","0.0015","0.0015","0.0035",""
"10-24-2025 18:00","1761328804","0.205","0.145","0.51","0.011","0.101","0.0025","0.0055","0.0015","0.0015","0.0015","0.0015","0.002","0.002","0.0015","0.002","0.0015","0.0015","0.0015","0.0015","0.0015","0.003",""
"10-24-2025 19:00","1761332404","0.205","0.145","0.51","0.011","0.101","0.0025","0.0055","0.0015","0.0015","0.0015","0.0015","0.002","0.002","0.0015","0.002","0.0015","0.0015","0.0015","0.0015","0.0015","0.003",""
"10-24-2025 20:00","1761336004","0.215","0.145","0.51","0.011","0.1035","0.0025","0.0055","0.0015","0.0015","0.0015","0.0015","0.002","0.002","0.0015","0.002","0.0015","0.0015","0.0015","0.0015","0.0015","0.002",""
"10-24-2025 21:00","1761339605","0.215","0.145","0.51","0.011","0.105","0.0025","0.0055","0.0015","0.0015","0.0015","0.0015","0.002","0.002","0.0015","0.002","0.0015","0.0015","0.0015","0.0015","0.0015","0.0035",""
"10-24-2025 22:00","1761343204","0.215","0.145","0.51","0.011","0.103","0.0025","0.0055","0.0015","0.0015","0.0015","0.0015","0.002","0.002","0.0015","0.002","0.0015","0.0015","0.0015","0.0015","0.0015","0.0035",""
"10-24-2025 23:00","1761346804","0.215","0.145","0.51","0.011","0.092","0.0025","0.0055","0.0015","0.0015","0.0015","0.0015","0.002","0.002","0.0015","0.002","0.0015","0.0015","0.0015","0.0015","0.0015","0.0035",""
"10-25-2025 00:00","1761350405","0.215","0.145","0.51","0.011","0.092","0.0025","0.0055","0.0015","0.0015","0.0015","0.0015","0.002","0.002","0.0015","0.002","0.0015","0.0015","0.0015","0.0015","0.0015","0.0035",""
"10-25-2025 01:00","1761354004","0.215","0.145","0.51","0.011","0.0925","0.0025","0.0055","0.0015","0.0015","0.0015","0.0015","0.002","0.002","0.0015","0.002","0.0015","0.0015","0.0015","0.0015","0.0015","0.0035",""
"10-25-2025 02:00","1761357604","0.215","0.145","0.51","0.011","0.0915","0.0025","0.0055","0.0015","0.0015","0.0015","0.0015","0.002","0.002","0.0015","0.002","0.0015","0.0015","0.0015","0.0015","0.0015","0.0035",""
"10-25-2025 03:00","1761361204","0.215","0.145","0.51","0.011","0.0895","0.0025","0.0055","0.0015","0.0015","0.0015","0.0015","0.002","0.002","0.0015","0.002","0.0015","0.0015","0.0015","0.0015","0.0015","0.0035",""
"10-25-2025 04:00","1761364804","0.215","0.145","0.51","0.011","0.0925","0.0025","0.0055","0.0015","0.0015","0.0015","0.0015","0.002","0.002","0.0015","0.002","0.0015","0.0015","0.0015","0.0015","0.0015","0.0035",""
"10-25-2025 05:00","1761368404","0.215","0.145","0.51","0.011","0.092","0.0025","0.0055","0.0015","0.0015","0.0015","0.0015","0.002","0.002","0.0015","0.002","0.0015","0.0015","0.0015","0.0015","0.0015","0.0035",""
"10-25-2025 06:00","1761372004","0.215","0.145","0.51","0.011","0.0905","0.0025","0.0055","0.0015","0.0015","0.0015","0.0015","0.002","0.002","0.0015","0.002","0.0015","0.0015","0.0015","0.0015","0.0015","0.0035",""
"10-25-2025 07:00","1761375604","0.215","0.145","0.51","0.011","0.09","0.0025","0.0055","0.0015","0.0015","0.0015","0.0015","0.002","0.002","0.0015","0.002","0.0015","0.0015","0.0015","0.0015","0.0015","0.0035",""
"10-25-2025 08:00","1761379204","0.215","0.145","0.51","0.011","0.0895","0.0025","0.0055","0.0015","0.0015","0.0015","0.0015","0.002","0.002","0.0015","0.002","0.0015","0.0015","0.0015","0.0015","0.0015","0.0035",""
"10-25-2025 09:00","1761382804","0.22","0.145","0.515","0.0105","0.0895","0.0025","0.0055","0.0015","0.0015","0.0015","0.0015","0.002","0.002","0.0015","0.002","0.0015","0.0015","0.0015","0.0015","0.0015","0.0035",""
"10-25-2025 10:00","1761386404","0.215","0.145","0.515","0.0105","0.0895","0.0025","0.0055","0.0015","0.0015","0.0015","0.0015","0.002","0.002","0.0015","0.002","0.0015","0.0015","0.0015","0.0015","0.0015","0.0035",""
"10-25-2025 11:00","1761390004","0.215","0.145","0.515","0.01","0.0855","0.0025","0.005","0.0015","0.0015","0.0015","0.0015","0.002","0.002","0.0015","0.002","0.0015","0.0015","0.0015","0.0015","0.0015","0.0035",""
"10-25-2025 12:00","1761393604","0.22","0.15","0.52","0.0105","0.0905","0.0025","0.0055","0.0015","0.0015","0.0015","0.0015","0.002","0.002","0.0015","0.002","0.0015","0.0015","0.0015","0.0015","0.0015","0.0035",""
"10-25-2025 13:00","1761397204","0.22","0.15","0.52","0.0105","0.089","0.0025","0.0055","0.0015","0.0015","0.0015","0.0015","0.002","0.002","0.0015","0.002","0.0015","0.0015","0.0015","0.0015","0.0015","0.0035",""
"10-25-2025 14:00","1761400804","0.22","0.15","0.52","0.0105","0.0855","0.0025","0.0055","0.0015","0.0015","0.0015","0.0015","0.002","0.002","0.0015","0.002","0.0015","0.0015","0.0015","0.0015","0.0015","0.0035",""
"10-25-2025 15:00","1761404404","0.22","0.15","0.52","0.0105","0.0665","0.0025","0.0025","0.0015","0.0015","0.0015","0.0015","0.002","0.002","0.0015","0.002","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015",""
"10-25-2025 16:00","1761408004","0.22","0.15","0.525","0.0105","0.0645","0.0025","0.0025","0.0015","0.0015","0.0015","0.0015","0.002","0.002","0.0015","0.002","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015",""
"10-25-2025 17:00","1761411604","0.22","0.15","0.525","0.0105","0.072","0.0025","0.0025","0.0015","0.0015","0.0015","0.0015","0.002","0.002","0.0015","0.002","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015",""
"10-25-2025 18:00","1761415205","0.225","0.15","0.53","0.01","0.076","0.0025","0.0025","0.0015","0.0015","0.0015","0.0015","0.002","0.002","0.0015","0.002","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015",""
"10-25-2025 19:00","1761418804","0.225","0.15","0.53","0.01","0.0705","0.0025","0.0025","0.0015","0.0015","0.0015","0.0015","0.002","0.002","0.0015","0.002","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015",""
"10-25-2025 20:00","1761422404","0.225","0.15","0.53","0.0105","0.073","0.0025","0.0025","0.0015","0.0015","0.0015","0.0015","0.002","0.002","0.0015","0.002","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015",""
"10-25-2025 21:00","1761426005","0.23","0.16","0.53","0.0105","0.075","0.0025","0.0025","0.0015","0.0015","0.0015","0.0015","0.002","0.002","0.0015","0.002","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015",""
"10-25-2025 22:00","1761429604","0.23","0.16","0.53","0.0105","0.0755","0.0025","0.0025","0.0015","0.0015","0.0015","0.0015","0.002","0.002","0.0015","0.002","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015",""
"10-25-2025 23:00","1761433205","0.23","0.16","0.53","0.0105","0.082","0.0025","0.0025","0.0015","0.0015","0.0015","0.0015","0.002","0.002","0.0015","0.002","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015",""
"10-26-2025 00:00","1761436804","0.23","0.16","0.53","0.0105","0.082","0.0025","0.0025","0.0015","0.0015","0.0015","0.0015","0.002","0.002","0.0015","0.002","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015",""
"10-26-2025 00:00","1761436803","0.225","0.155","0.53","0.011","0.082","0.0025","0.0025","0.0015","0.0015","0.0015","0.0015","0.002","0.002","0.0015","0.002","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015",""
"10-26-2025 02:00","1761444004","0.225","0.155","0.53","0.011","0.082","0.0025","0.0025","0.0015","0.0015","0.0015","0.0015","0.002","0.002","0.0015","0.002","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015",""
"10-26-2025 03:00","1761447603","0.225","0.155","0.53","0.011","0.082","0.0025","0.0025","0.0015","0.0015","0.0015","0.0015","0.002","0.002","0.0015","0.002","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015",""
"10-26-2025 04:00","1761451203","0.225","0.155","0.53","0.011","0.082","0.0025","0.0025","0.0015","0.0015","0.0015","0.0015","0.002","0.002","0.0015","0.002","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015",""
"10-26-2025 05:00","1761454803","0.225","0.155","0.53","0.011","0.082","0.0025","0.0025","0.0015","0.0015","0.0015","0.0015","0.002","0.002","0.0015","0.002","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015",""
"10-26-2025 06:00","1761458403","0.225","0.155","0.53","0.011","0.082","0.0025","0.0025","0.0015","0.0015","0.0015","0.0015","0.002","0.002","0.0015","0.002","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015",""
"10-26-2025 07:00","1761462003","0.225","0.155","0.53","0.011","0.082","0.0025","0.0025","0.0015","0.0015","0.0015","0.0015","0.002","0.002","0.0015","0.002","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015",""
"10-26-2025 08:00","1761465604","0.23","0.155","0.53","0.011","0.082","0.0025","0.0025","0.0015","0.0015","0.0015","0.0015","0.002","0.002","0.0015","0.002","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015",""
"10-26-2025 09:00","1761469203","0.23","0.155","0.53","0.011","0.081","0.0025","0.0025","0.0015","0.0015","0.0015","0.0015","0.002","0.002","0.0015","0.002","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015",""
"10-26-2025 10:00","1761472804","0.23","0.155","0.53","0.011","0.081","0.0025","0.0025","0.0015","0.0015","0.0015","0.0015","0.002","0.002","0.0015","0.002","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015",""
